,MER,TOWNSHIP,RANGE,SECTION,XALB,YALB,LATITUDE,LONGITUDE,MTRS,MTR,Shape__Are,Shape__Len,GlobalID,Field1,Unique_Cro,township_r,township_1,township_2,Reporting_,Crop_Harve,Fields__n_,Commodity_,TotalN_Fer,TotalN_Fol,TotalN_Org,TotalN_Wat,TotalNAppl,N_Removed_,A_R_lbs_N_,A_R_lbs_N1,AoY_lbsN_l,TR_fixed,TR,ARRATIO,Crop_Year,Shape_Leng,Shape_Area,mean_Nitra,Point_Coun,geometry,geometric_centroids,closest_cafo_id,distance_to_cafo,number_of_cafos
876,M,16S,17E,14,-7923.35294,-164082.20046,36.54021,-120.08862,M 16S 17E 14,M16S  17E,3982299.3125,7982.84685426,{d3ed1e1e-7442-43db-92ec-a976a53f9e77},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  17E,M16S17E,0.06,2023,7982.84685426,3982299.30404,0.099,1,"POLYGON ((761446.8051380565 4046935.5324082077, 759850.0539808552 4046879.0758297592, 759816.2671991059 4048491.0840377565, 761402.2069183687 4048548.0467305155, 761446.8051380565 4046935.5324082077))",POINT (760628.9287094999 4047712.526395186),Kings,2852.26413779696,162.0
877,M,15S,20E,18,14644.72691,-154351.96709,36.62768,-119.83602,M 15S 20E 18,M15S  20E,3930628.83872,7930.82461557,{7189A398-56F4-4B04-A6B6-00168608E3FA},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  20E,M15S20E,0.0,2023,7930.82461557,3930628.83872,8.42,5,"POLYGON ((783756.894793016 4057384.7963193497, 782148.1422303044 4057321.6771774595, 782101.147186107 4058894.8847718807, 783709.2445742867 4058953.4872523495, 783756.894793016 4057384.7963193497))",POINT (782928.4763178498 4058138.632568541),Kings,287.6218678407456,162.0
878,M,15S,22E,31,33979.09121,-159090.71271,36.58455,-119.61974,M 15S 22E 31,M15S  22E,4000794.6875,8000.83448013,{6e1c9a55-bad3-4338-a497-de2894590df7},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  22E,M15S22E,1.34,2023,8000.83448013,4000794.69279,3.475,4,"POLYGON ((803224.6414477336 4054831.8037836435, 803276.5461351342 4053236.899358099, 801662.933623293 4053184.638049818, 801611.8103426066 4054783.0606987313, 803224.6414477336 4054831.8037836435))",POINT (802443.6913968774 4054009.0175364614),Kings,5074.6425680628545,162.0
879,M,12S,21E,31,24903.90902,-130076.34868,36.84588,-119.72034,M 12S 21E 31,M12S  21E,4273016.48047,8268.76954237,{262dc2f1-3605-4e89-9e16-62c7232f3ff1},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M12S  21E,M12S21E,1.45,2023,8268.76954237,4273016.48331,4.45,10,"POLYGON ((792680.6160787649 4081874.663518135, 791655.532820605 4081838.0018138895, 791592.0152413195 4083501.620430991, 793240.8221527485 4083551.9844013373, 793298.9884311783 4081896.7699966235, 792680.6160787649 4081874.663518135))",POINT (792446.1154267912 4082697.4952680124),,,
880,M,13S,23E,34,48410.3559,-139733.0504,36.75808,-119.457,M 13S 23E 34,M13S  23E,4100784.51562,8100.49322958,{1020ceb5-3392-4433-8326-3501a2a53802},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M13S  23E,M13S23E,3.92,2023,8100.49322958,4100784.50901,0.219666666667,3,"POLYGON ((817078.8499174049 4074632.4035892943, 817127.1739084271 4073003.6409595637, 815519.5890606863 4072949.1215945226, 815465.3023342111 4074585.006561111, 817078.8499174049 4074632.4035892943))",POINT (816297.1130540157 4073793.008393987),,,
881,M,16S,20E,9,17879.62001,-162365.79746,36.55552,-119.79999,M 16S 20E 09,M16S  20E,4101659.19141,8101.24078885,{06eccf07-0024-445a-bf5c-c048349e4d01},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  20E,M16S20E,0.54,2023,8101.24078885,4101659.19039,0.956666666667,3,"POLYGON ((787264.7452292568 4049458.259933313, 785625.5184639764 4049398.6851429907, 785572.9489415132 4051009.6926591056, 787213.344717034 4051069.135961978, 787264.7452292568 4049458.259933313))",POINT (786419.1215293895 4050234.038133153),Kings,1032.7281179665183,162.0
882,M,15S,20E,3,19481.88635,-151067.60691,36.65715,-119.78177,M 15S 20E 03,M15S  20E,4024891.8444,8025.9179397,{6C7DA621-1427-445B-B4E3-CD5AE7324F5E},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  20E,M15S20E,0.0,2023,8025.9179397,4024891.8444,3.95714285714,7,"POLYGON ((788489.9638567497 4060776.486143159, 786904.6630719285 4060720.283492031, 786852.5507600079 4062346.1548303254, 788440.128043976 4062410.05400006, 788489.9638567497 4060776.486143159))",POINT (787672.4363241901 4061563.4831943302),Kings,5580.44113435295,162.0
883,M,18S,20E,32,15637.4507,-188358.86095,36.32167,-119.8256,M 18S 20E 32,M18S  20E,3948255.68359,7950.40075613,{a272b6ea-cf39-44ae-87c4-b068787c5038},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M18S  20E,M18S20E,0.0,2023,7950.40075613,3948255.68092,0.363333333333,3,"POLYGON ((785799.0472802721 4023828.021842655, 785816.4245800574 4023431.494182529, 784220.6429494873 4023389.742148585, 784139.4862546355 4024978.1232117205, 785751.8998836041 4025033.218544466, 785799.0472802721 4023828.021842655))",POINT (784982.7692375554 4024209.6528367354),SAN JOAQUIN VALLEY | TULARE LAKE,2392.1639421181203,105.0
884,M,16S,24E,19,53307.75173,-165596.37633,36.52511,-119.40389,M 16S 24E 19,M16S  24E,3932060.37891,7932.44786361,{c44e585a-edbc-41dd-9a16-4da281737289},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  24E,M16S24E,0.0,2023,7932.44786361,3932060.3758,14.35,2,"POLYGON ((822770.4679413585 4048935.024214686, 822835.6586533467 4047332.7922899593, 821249.6259801809 4047294.7046789043, 821188.6088647244 4048894.9062714856, 822770.4679413585 4048935.024214686))",POINT (822011.2796292428 4048114.0166848726),Kings,2769.656307418517,162.0
885,M,19S,21E,11,30161.20891,-191621.80516,36.29195,-119.66376,M 19S 21E 11,M19S  21E,3944201.21484,7944.29576461,{60639895-02d9-4f8b-95e8-a355d8f790b6},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M19S  21E,M19S21E,0.0,2023,7944.29576461,3944201.21236,62.6953333333,15,"POLYGON ((800453.7759687416 4020625.3121772977, 798862.6516168952 4020562.868723983, 798806.2309810768 4022172.6285038823, 800393.734806424 4022233.6358698113, 800453.7759687416 4020625.3121772977))",POINT (799629.0030576814 4021398.2977777496),Tulare Lake,2118.0305873267166,105.0
886,M,16S,21E,10,29159.04182,-162343.56114,36.55544,-119.67381,M 16S 21E 10,M16S  21E,4061576.35938,8061.40025494,{b6b6011c-a98e-4729-b99a-597940958b84},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  21E,M16S21E,0.02,2023,8061.40025494,4061576.35553,4.2,2,"POLYGON ((798501.7599522637 4051444.359921727, 798548.0463547544 4049824.66105571, 796932.5087673306 4049772.353787058, 796883.9135777559 4051389.866600182, 798501.7599522637 4051444.359921727))",POINT (797716.7268044263 4050608.013916907),Kings,2297.096888651792,162.0
887,M,12S,20E,31,15213.15853,-130117.63694,36.84572,-119.82916,M 12S 20E 31,M12S  20E,4214295.56398,8200.34386587,{BB74939D-9B24-44D7-ADC1-EF9E91D80D29},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M12S  20E,M12S20E,2.74,2023,8200.34386587,4214295.56398,0.383571428571,7,"POLYGON ((782204.8543712085 4081502.0356529327, 781963.6983078975 4081493.6286344146, 781889.3525163736 4083146.5760193896, 783520.1279338317 4083205.6138595482, 783593.5969926973 4081565.3564752634, 783006.3689930558 4081530.1597366775, 782204.8543712085 4081502.0356529327))",POINT (782740.9638431444 4082350.444193091),,,
888,M,15S,20E,25,22699.25431,-157512.2999,36.59909,-119.74592,M 15S 20E 25,M15S  20E,3989390.70312,7989.47840344,{b3e48b8e-cb46-490c-b742-99b989e8c3de},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  20E,M15S20E,0.0,2023,7989.47840344,3989390.70091,1.35,2,"POLYGON ((790314.1828190433 4054406.0509527186, 790266.813077196 4056001.9560912102, 791875.4431198137 4056058.7446788605, 791924.9486295594 4054465.4505923884, 790314.1828190433 4054406.0509527186))",POINT (791095.1395295522 4055232.860235639),Kings,4871.865272908531,162.0
889,M,15S,21E,8,25955.1173,-152659.74392,36.64266,-119.70931,M 15S 21E 08,M15S  21E,4113255.20703,8116.60047447,{39ed06ef-9b89-4c88-8ff7-cbd823462efe},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  21E,M15S21E,1.19,2023,8116.60047447,4113255.20528,15.75,4,"POLYGON ((795020.7383858566 4059364.7551050954, 793441.1204880897 4059307.469146796, 793391.2532666852 4060977.961149092, 794969.496007428 4061042.7219626717, 795020.7383858566 4059364.7551050954))",POINT (794206.2460357831 4060173.148229425),,,
890,M,15S,23E,1,51619.52011,-151068.88118,36.65592,-119.42178,M 15S 23E 01,M15S  23E,3928116.26562,7928.69761258,{44c9d3f8-95d4-4055-9122-5f8f0e51177f},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  23E,M15S23E,0.08,2023,7928.69761258,3928116.26321,14.25,2,"POLYGON ((820681.2950249964 4061788.8584933896, 819105.3087811309 4061743.576296742, 819058.6350429232 4063354.932908012, 820622.9031969702 4063394.2438051994, 820681.2950249964 4061788.8584933896))",POINT (819866.6090059838 4062569.37444531),Kings,2695.0959981793817,162.0
891,M,15S,23E,33,46849.61725,-159132.74175,36.58362,-119.47571,M 15S 23E 33,M15S  23E,3974852.51562,7975.73266904,{d252e046-5653-4cf7-a89a-772200ffe5b5},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  23E,M15S23E,0.08,2023,7975.73266904,3974852.51797,1.34,2,"POLYGON ((816137.350382566 4055186.1558201886, 816162.6254560717 4053605.1225716816, 814542.1106779624 4053562.4818014596, 814508.8661127117 4055134.214934659, 816137.350382566 4055186.1558201886))",POINT (815338.5042643042 4054372.674496802),Kings,5227.1058448426365,162.0
892,M,16S,23E,26,50113.02625,-167172.87502,36.5111,-119.43972,M 16S 23E 26,M16S  23E,3995013.98828,7995.97433315,{6881f21d-0ae4-4cbf-b5b8-b34553f51684},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  23E,M16S23E,0.03,2023,7995.97433315,3995013.98842,4.05,2,"POLYGON ((819659.8105935508 4047256.6224351176, 819672.0087536329 4045662.4285081485, 818090.1957993112 4045618.6127814353, 818010.6934304605 4047216.347556914, 819659.8105935508 4047256.6224351176))",POINT (818857.5722154521 4046444.019681503),Kings,3371.8281030380795,162.0
893,M,15S,19E,14,11425.14379,-154372.5829,36.62754,-119.87207,M 15S 19E 14,M15S  19E,3912203.87498,7911.88036847,{499A1C02-1AF6-4C8F-B590-DCE5F8D395E3},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  19E,M15S19E,0.02,2023,7911.88036847,3912203.87498,10.0,1,"POLYGON ((780523.8878845491 4057258.104308406, 778931.4088184971 4057195.507902277, 778886.223307201 4058778.026531743, 780476.9714896954 4058835.7775462586, 780523.8878845491 4057258.104308406))",POINT (779704.2265926008 4058016.68421068),Kings,1893.3137182604594,162.0
894,M,15S,25E,6,62881.47222,-151154.63758,36.65446,-119.29564,M 15S 25E 06,M15S  25E,4170358.53516,8169.50152673,{dfeb096f-2b9b-4c92-a3fb-5cfa841bbf4e},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  25E,M15S25E,5.28,2023,8169.50152673,4170358.53131,37.0,4,"POLYGON ((831990.139537411 4062023.8680384727, 830367.0708650269 4061997.961036548, 830308.3701265521 4063610.801473984, 831948.8901189168 4063697.253954387, 831990.139537411 4062023.8680384727))",POINT (831158.5242628247 4062834.2589368145),Kings,5120.763294798245,162.0
895,M,14S,17E,9,-11010.80941,-143130.30833,36.7287,-120.12346,M 14S 17E 09,M14S  17E,4093177.90558,8093.84241727,{BEAAC951-A59F-48EA-89CE-B837393F05AC},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M14S  17E,M14S17E,0.06,2023,8093.84241727,4093177.90558,0.099,1,"POLYGON ((757698.00236941 4067748.3279725993, 756087.4239400385 4067695.1354729137, 756067.7818646486 4068936.8678860976, 756061.9467612521 4069305.651799317, 756061.3850661931 4069322.9040438896, 757678.2149394274 4069374.5895454, 757683.2549134998 4068960.3694066918, 757698.00236941 4067748.3279725993))",POINT (756881.1800146113 4068535.7367106937),Kings,1334.599975050223,162.0
896,M,15S,24E,35,59699.5555,-159197.92484,36.5823,-119.33192,M 15S 24E 35,M15S  24E,3982137.32812,7982.5109533,{1ba455c3-2e1a-4199-903f-d22de2aa6f13},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  24E,M15S24E,1.13,2023,8056.84426994,3823097.76483,9.1,1,"POLYGON ((828987.0617218707 4055522.595985723, 829040.2986770256 4053916.2182984306, 827441.0911887663 4053882.7002182472, 827421.2289821794 4054564.482213791, 827513.217470897 4054662.5259167883, 827583.2157626592 4054908.6202114993, 827513.7172387477 4055261.944092962, 827409.469823183 4055491.988999004, 828987.0617218707 4055522.595985723))",POINT (828246.3719150225 4054690.2212114083),Kings,1227.6160768860527,162.0
897,M,14S,22E,19,33964.7269,-146213.30777,36.70041,-119.61932,M 14S 22E 19,M14S  22E,3971765.4375,7971.72653683,{d8c82a50-dcf5-4839-a7dc-36780b72a342},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M14S  22E,M14S22E,1.08,2023,7971.72653683,3971765.43634,14.0,1,"POLYGON ((802805.3451623514 4067681.9309344986, 802857.2426084368 4066095.551108748, 802826.9774373125 4066094.6515063616, 801250.3682734789 4066054.968068229, 801199.2990056819 4067643.1176640787, 802805.3451623514 4067681.9309344986))",POINT (802027.9307796877 4066868.781933792),,,
898,M,15S,20E,33,17876.09282,-159143.45209,36.58451,-119.79995,M 15S 20E 33,M15S  20E,4114869.12721,8114.37313412,{4D3201E8-5CB0-4B15-BB89-21F8D0AB3D1B},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  20E,M15S20E,0.0,2023,8114.37313412,4114869.12721,2.7,1,"POLYGON ((787136.0001042038 4052673.6204738333, 785520.5308522295 4052615.1983631635, 785467.8632040531 4054227.20689794, 787110.5342792105 4054287.855314266, 787162.0813963513 4052674.4978708318, 787136.0001042038 4052673.6204738333))",POINT (786315.3543836925 4053451.304796027),Kings,3671.013567347496,162.0
899,M,13S,23E,24,51615.45845,-136510.09974,36.78691,-119.42083,M 13S 23E 24,M13S  23E,4045471.68359,8045.62794018,{92c3e243-669c-4f33-a2a9-a7f447b25b25},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M13S  23E,M13S23E,3.92,2023,7610.76376088,3643980.53188,1.16,3,"POLYGON ((820189.2180562211 4077933.5043524294, 820244.6067365027 4076332.423954575, 818632.0220348866 4076288.567746467, 818603.0442678872 4077026.984386792, 818620.7927719381 4077041.9501106823, 818778.0441663229 4077233.1158839036, 818902.6411040277 4077441.976656119, 818971.7371786579 4077633.220564378, 819033.2172142488 4077803.5198913044, 819051.7116989666 4077906.0096787745, 820189.2180562211 4077933.5043524294))",POINT (819479.5286082849 4077061.462199648),,,
900,M,17S,23E,2,49436.07321,-170428.11926,36.48185,-119.4475,M 17S 23E 02,M17S  23E,4174181.46875,8170.20344872,{a9f5b8be-e42b-42d8-ac34-9267bc1de5dd},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M17S  23E,M17S23E,0.01,2023,8170.20344872,4174181.46822,2.46666666667,3,"POLYGON ((819065.6765477734 4044017.360322298, 819119.9745684122 4042355.862715384, 817499.1006829764 4042311.183216014, 817441.8320069341 4043969.9584817183, 818132.6465940233 4043992.4969958253, 819065.6765477734 4044017.360322298))",POINT (818281.802921551 4043164.4504476544),Kings,3746.5294390904837,162.0
901,M,15S,20E,13,22695.14036,-154311.80338,36.62788,-119.74587,M 15S 20E 13,M15S  20E,3965032.69141,7965.50344119,{129a28cb-0491-45bf-813e-a5505c974e9f},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  20E,M15S20E,0.0,2023,7965.50344119,3965032.69368,2.4,1,"POLYGON ((791825.2923155541 4057672.054788252, 790210.2834501602 4057612.3299779333, 790154.9407343024 4059187.93505247, 791776.2969451403 4059246.8471931973, 791825.2923155541 4057672.054788252))",POINT (790991.597020507 4058430.300566526),,,
902,M,15S,22E,28,37191.44713,-157489.17629,36.59883,-119.58371,M 15S 22E 28,M15S  22E,4090581.86328,8090.09688949,{c5dca0bf-1781-443b-b50d-5d2a49da7b94},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  22E,M15S22E,1.34,2023,8090.09688949,4090581.86522,4.2,1,"POLYGON ((804825.6646363799 4054876.5353721096, 804772.3180724748 4056492.918635584, 806399.7774631236 4056543.365269129, 806450.9841171878 4054922.038835681, 804825.6646363799 4054876.5353721096))",POINT (805612.5880932461 4055708.9171271673),,,
903,M,15S,16E,24,-15939.00698,-156082.56925,36.61209,-120.17844,M 15S 16E 24,M15S  16E,4223101.20926,8222.40741446,{24BF5997-CAFE-45AE-A295-10B15C266E29},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  16E,M15S16E,1.32,2023,8222.40741446,4223101.20926,0.23,2,"POLYGON ((753154.7420232866 4056313.5997722647, 753211.5319105043 4054682.084135419, 753199.8464848397 4054681.8296157965, 751545.2788613259 4054577.6291561127, 751499.4215683435 4056212.906028714, 753145.3037594014 4056313.3515077317, 753154.7420232866 4056313.5997722647))",POINT (752352.4916460898 4055445.8344918755),Kings,3515.741278092228,162.0
904,M,16S,21E,19,24325.01721,-165564.57993,36.52659,-119.72799,M 16S 21E 19,M16S  21E,4119667.42188,8119.19894037,{9494e383-033e-464f-b89c-db3ba0b9810c},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  21E,M16S21E,0.02,2023,8119.19894037,4119667.42572,7.7,1,"POLYGON ((793775.5257678803 4048072.6739497934, 793823.3017657804 4046462.4369921815, 792174.6877118209 4046409.877315978, 792124.8354513316 4048019.7004883513, 793775.5257678803 4048072.6739497934))",POINT (792974.6121598406 4047241.3428562917),Kings,1506.7056853809506,162.0
905,M,15S,22E,32,35583.4226,-159090.75886,36.58449,-119.60179,M 15S 22E 32,M15S  22E,3957538.51562,7957.45242576,{a045994c-1ae5-461d-8496-56bdbb653cd0},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  22E,M15S22E,1.34,2023,7957.45242576,3957538.51628,0.6,1,"POLYGON ((804825.6646363799 4054876.5353721096, 804878.054738524 4053288.907686236, 803276.5461351342 4053236.899358099, 803224.6414477336 4054831.8037836435, 804825.6646363799 4054876.5353721096))",POINT (804050.6203281776 4054058.4582852735),,,
906,M,18S,20E,29,15627.7326,-186743.73543,36.3362,-119.82568,M 18S 20E 29,M18S  20E,4022222.73828,8032.54608652,{a9a6cc90-47bc-4253-8b99-967d49a55b3a},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M18S  20E,M18S20E,0.0,2023,8032.54608652,4022222.73835,0.37,2,"POLYGON ((784094.8655138935 4026606.6623815694, 784981.0894182322 4026628.6051436802, 785294.2243629554 4026642.066049162, 785693.2754177199 4026658.3462980054, 785751.8998836041 4025033.218544466, 784139.4862546355 4024978.1232117205, 784115.8753288893 4025894.872781171, 784106.5875960018 4026212.967960133, 784094.8655138935 4026606.6623815694))",POINT (784920.0808564697 4025816.2494296227),SAN JOAQUIN VALLEY | TULARE LAKE,1435.3022109638255,105.0
907,M,17S,20E,21,17238.21685,-175292.36339,36.43922,-119.80745,M 17S 20E 21,M17S  20E,3873642.19922,7872.85134889,{77d1b0f5-0452-4e06-ad27-f2776a64df89},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M17S  20E,M17S20E,0.3,2023,7872.85134889,3873642.19583,0.23,1,"POLYGON ((786993.1775736746 4036542.238377072, 785402.8948852937 4036488.8048377256, 785369.9729311848 4038068.2837075284, 786945.5804858385 4038125.1293246136, 786993.1775736746 4036542.238377072))",POINT (786178.2643731966 4037304.9121925724),Kings,666.8245248024278,162.0
908,M,16S,22E,23,40433.69144,-165541.59362,36.52625,-119.54785,M 16S 22E 23,M16S  22E,3937449.89844,7937.22566839,{e5a5eeb9-b8d0-41d3-a7a8-7d378e50caf5},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  22E,M16S22E,0.2,2023,7937.22566839,3937449.8961,3.4,2,"POLYGON ((809884.0204043717 4048587.5065523363, 809936.7108474823 4047000.304917127, 808333.5253409534 4046949.080732167, 808288.1654254678 4048536.709828353, 809884.0204043717 4048587.5065523363))",POINT (809110.6079959004 4047767.7932408494),Kings,4631.95262849121,162.0
909,M,15S,20E,24,22698.12746,-155904.4563,36.61355,-119.74589,M 15S 20E 24,M15S  20E,4039747.94922,8039.69671608,{f0308f5f-ee91-4ed8-83ce-9343437f948d},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M15S  20E,M15S20E,0.0,2023,8039.69671608,4039747.94546,3.645,2,"POLYGON ((791875.4431198137 4056058.7446788605, 790266.813077196 4056001.9560912102, 790210.2834501602 4057612.3299779333, 791825.2923155541 4057672.054788252, 791875.4431198137 4056058.7446788605))",POINT (791044.6653527567 4056836.818552253),Kings,6091.552413700265,162.0
910,M,16S,23E,16,46890.1341,-163948.16875,36.54029,-119.47555,M 16S 23E 16,M16S  23E,4042698.23047,8042.71751115,{9fe99f63-5227-4196-a9b3-f2e0d5b80a07},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M16S  23E,M16S23E,0.03,2023,8042.71751115,4042698.23576,6.8,1,"POLYGON ((816360.1462608915 4048772.378621753, 814745.4168907935 4048731.44338795, 814696.4950286958 4050332.0305250557, 816315.0012826768 4050396.2864340814, 816360.1462608915 4048772.378621753))",POINT (815531.190621562 4049558.4678252633),Kings,2639.760794800284,162.0
911,M,17S,21E,32,25283.61098,-178553.12059,36.4097,-119.7177,M 17S 21E 32,M17S  21E,4164563.72656,8163.14298144,{6545eb36-742d-4336-97bb-2e8a23afdec5},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M17S  21E,M17S21E,0.01,2023,8163.14298144,4164563.72911,1.315,2,"POLYGON ((795137.1716922342 4034496.113332088, 795162.8120899319 4033484.116744022, 793556.8233224561 4033430.7432544515, 793527.688056862 4034509.1471724897, 793510.0617317066 4035110.1774519845, 794215.9325888688 4035130.8264518897, 795117.5292075635 4035155.6667715134, 795137.1716922342 4034496.113332088))",POINT (794336.8247367464 4034295.4649682096),SAN JOAQUIN VALLEY | TULARE LAKE,1188.6615019237452,105.0
912,M,21S,22E,12,40876.58544,-210997.55528,36.11718,-119.54534,M 21S 22E 12,M21S  22E,3986245.23047,7987.24847403,{e4cb1136-fa92-4b1f-bc1f-75318e413ad2},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M21S  22E,M21S22E,0.0,2023,7987.24847403,3986245.2307,0.289565217391,23,"POLYGON ((810174.8999999838 4001540.9732454177, 810130.3004606704 4003142.6565191704, 811737.8945533345 4003211.2477812744, 811794.6697610694 4001593.484504779, 810223.6586839842 4001543.2381787994, 810174.8999999838 4001540.9732454177))",POINT (810960.9005058794 4002371.346419596),SAN JOAQUIN VALLEY | KAWEAH,2033.3714800867513,211.0
913,M,13S,19E,15,9857.62824,-134992.08234,36.80193,-119.88937,M 13S 19E 15,M13S  19E,4016800.78999,8016.95032124,{C39290DF-1ADB-4BAA-804B-16CAA2BD32CC},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M13S  19E,M13S19E,1.34,2023,8016.95032124,4016800.78999,3.09,10,"POLYGON ((778364.9269457264 4076552.3559200135, 776746.3489112107 4076491.7140161563, 776696.2658407995 4078082.4426242174, 778308.5880303336 4078143.4835237907, 778364.9269457264 4076552.3559200135))",POINT (777529.1031767889 4077316.9893737105),,,
914,M,14S,24E,25,61261.97841,-147917.55214,36.68369,-119.31352,M 14S 24E 25,M14S  24E,3923606.66016,7923.43373182,{8182c8c3-6dfa-4541-b906-743f8f629076},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M14S  24E,M14S24E,5.51,2023,7450.28735268,3588208.93798,68.0,1,"POLYGON ((830193.0633749566 4066838.358527985, 830249.8155456188 4065250.2150789243, 828665.5606683274 4065199.104110943, 828631.7277988759 4066215.0433986485, 828697.1501035299 4066276.1142330253, 829152.7999547464 4066639.339603541, 829335.4804516479 4066815.726659623, 830193.0633749566 4066838.358527985))",POINT (829482.0783708873 4065965.7067872165),Kings,4591.868196741393,162.0
915,M,19S,23E,16,46344.69485,-193194.67028,36.27714,-119.48344,M 19S 23E 16,M19S  23E,3908887.0,7908.61034013,{6b5f662f-5007-4d9c-a71d-ae839e99fa3b},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M19S  23E,M19S23E,0.07,2023,7908.61034013,3908886.99996,5.9,6,"POLYGON ((815117.8725187673 4019503.5426043575, 815066.1328756528 4021089.8935774476, 816665.3786454049 4021156.590347625, 816704.7351368282 4019558.168913084, 815117.8725187673 4019503.5426043575))",POINT (815889.4654305347 4020328.1447446584),SAN JOAQUIN VALLEY | KAWEAH,654.6733469028429,211.0
916,M,14S,17E,6,-14227.17353,-141512.19498,36.74321,-120.15955,M 14S 17E 06,M14S  17E,3951592.83764,7952.5292796,{F9D1BA70-DE96-41DD-AF78-99E7D5111DDE},0,,,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M14S  17E,M14S17E,0.06,2023,7952.5292796,3951592.83764,1.1,1,"POLYGON ((754422.8681404172 4069270.458670271, 752852.538683652 4069219.757388364, 752852.1634768327 4069239.497309297, 752797.4972531212 4070829.2785184, 754372.5786994735 4070880.972099196, 754422.7438920182 4069276.1998242983, 754422.8681404172 4069270.458670271))",POINT (753611.5133669366 4070050.54978556),Kings,2098.408577015239,162.0
