,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
209,Joe Simoes & Sons Dairy Inc.,6900 Lambert RD,Elk Grove,Sacramento,95757,,,,,(123) 000-0000,01/01/1959,Sacramento River Basin,X146-X004-X012-XXXX,,,75,0,75,75,0,0,0,0,0,900,900,900,0,125,125,125,0,0,0,0,0,0,0,0,Holstein,70.0,1100,,25197.82,328487.09,229940.96,54382.31,172358.3,452508.75,,,,,18014100.0,18014100.0,0.0,0.0,,,,,,,,,,
210,Kaehler Dairy Farm,1025 E Armstrong RD,Lodi,San Joaquin,95242,,,,,(209) 333-0502,05/05/1953,San Joaquin River Basin,X058-X090-XX27-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Blaker Heifer Ranch,737 S Blaker RD,Turlock,Stanislaus,95380,,,,,(209) 485-0922,07/03/1953,San Joaquin River Basin,0058-0008-0003-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,200,50,0,50,50,Holstein,1.0,250,,2490.2,23725.0,16607.5,4015.0,9000.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
212,Fire-Lake Jerseys,11301 W Bradbury RD,Turlock,Stanislaus,95380,P.O. Box 459,Hilmar,CA,95324,(209) 632-2924,01/01/1950,San Joaquin River Basin,"X058-X025-X004-XXXX, X058-X025-X005-XXXX",,,20,0,20,20,53,0,53,53,20,218,238,234,22,0,22,22,110,0,110,110,37,23,60,60,Jersey,54.0,499,,7710.41,96612.23,67628.56,15753.63,42353.35,115237.8,,,,,4760000.0,4760000.0,0.0,0.0,,,,,,,,,,
213,BWC Weststeyn Dairy LP,1763 S Hewitt RD,Linden,San Joaquin,95236,,,,,(209) 404-9100,01/01/1977,San Joaquin River Basin,"X183-X300-XX05-XXXX, X183-X300-XX06-XXXX, X183-X300-XX07-XXXX, X183-X300-XX08-XXXX",,,450,0,450,450,580,0,580,580,0,2800,2800,2800,200,200,400,400,1220,0,1220,1220,1000,0,1000,1000,Holstein,80.0,6450,,106567.12,1318340.16,922838.11,215889.1,554621.83,1410360.0,,,,,71045240.0,71045240.0,0.0,0.0,,,,,,,,,,
214,Kooyman and Son Dairy,6787 E Jahant RD,Acampo,San Joaquin,95220,,,,,(209) 367-4426,01/01/1984,San Joaquin River Basin,X005-X250-XX14-XXXX,,,75,0,75,75,75,0,75,75,0,470,470,315,70,0,70,47,150,0,150,150,150,0,150,150,Holstein,75.0,812,,12448.94,152774.01,106941.81,24821.65,61360.18,159125.4,,,,,7111500.0,7111500.0,0.0,0.0,,,,,,,,,,
215,Garcia's Registered Jerseys,1018 Hickman RD,Turlock,Stanislaus,95380,P.O. Box 544,Denair,CA,95316,(209) 669-7838,08/15/2002,San Joaquin River Basin,X024-X008-X017-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Dairy Central,6626 N Central AVE,Hilmar,Merced,95324,,,,,(209) 321-5444,01/01/1932,San Joaquin River Basin,X045-X050-X002-XXXX,,,0,0,0,0,0,0,0,0,0,1485,1485,1485,0,205,205,205,0,0,0,0,0,0,0,0,Holstein,76.0,1690,,42180.86,549123.99,384386.79,91767.45,290245.07,746352.0,,,,,15141854.0,15141854.0,0.0,0.0,,,,,,,,,,
217,,,,,96002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
218,John Brasil Dairy #2,9018 W Linwood AVE,Turlock,Stanislaus,95380,,,,,(209) 632-7867,01/01/1940,San Joaquin River Basin,X058-X170-X018-XXXX,,,80,0,80,80,0,0,0,0,0,750,750,750,70,0,70,70,80,0,80,80,90,0,90,90,Jersey,68.0,1070,,21869.01,282229.38,197560.57,46865.74,142646.42,369234.0,,,,,9180000.0,9180000.0,0.0,0.0,,,,,,,,,,
219,AJR Farms (Formerly Maria Silveira 2011 Trust Dairy),10511 Ingomar Grade RD,Gustine,Merced,95322,,,,,(209) 854-0968,02/01/1970,San Joaquin River Basin,X070-X080-X051-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Pires Dairy,23800 Jack Tone RD,Acampo,San Joaquin,95220,,,,,(123) 000-0000,01/01/1960,San Joaquin River Basin,X021-X050-X009-XXXX,,,25,0,25,25,25,0,25,25,0,210,210,210,40,0,40,40,80,0,80,80,60,0,60,60,Holstein,70.0,440,,7553.36,93570.82,65499.57,15316.02,40216.94,108076.5,,,,,3948000.0,3948000.0,0.0,0.0,,,,,,,,,,
221,B-6 Dairy,22014 Turner AVE,Hilmar,Merced,95324,,,,,(209) 656-9942,01/01/1960,San Joaquin River Basin,X045-X200-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,DBA County Line Cattle,2002 E Highway 152,El Nido,Merced,95317,P.O. Box 9,El Nido,CA,95317,(209) 617-9978,01/01/2000,San Joaquin River Basin,"X074-X160-X022-XXXX, X074-X160-X046-XXXX",,,170,0,250,170,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,2500,1765,830,0,1300,830,Holstein,1.0,2765,,26182.36,254952.5,178466.75,42290.0,1.0,0.0,,,,,3072000.0,3072000.0,0.0,0.0,,,,,,,,,,
223,Gary Pellandini,13020 Pellandini RD,Galt,Sacramento,95632,,,,,(209) 745-1488,01/01/1950,Sacramento River Basin,"0146-0230-0020-0000, 0146-0230-0021-0000, 0146-0230-0022-0000",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
224,,,,,93620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,95616,,,,,(530) 752-1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,KMA Dairy,3737 Weir RD,Livingston,Merced,95334,,,,,(209) 000-0000,01/01/1940,San Joaquin River Basin,X049-X400-X005-XXXX,,,0,0,0,0,0,0,0,0,0,280,280,280,0,20,20,20,40,0,40,40,0,0,0,0,Holstein,65.0,340,,7686.22,99204.18,69442.93,16626.99,52702.78,136437.0,,,,,1656000.0,504000.0,0.0,1152000.0,,,,,,,,,,
227,Dan Perry,1008 N Verduga RD,Turlock,Stanislaus,95380,,,,,(209) 620-3622,01/01/1932,San Joaquin River Basin,X024-X038-X016-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,1920000.0,1920000.0,0.0,0.0,,,,,,,,,,
228,JB Dairy Farm,10860 S Ingomar,Gustine,Merced,95322,,,,,(209) 668-0443,10/01/1980,San Joaquin River Basin,"X070-X080-X075-XXXX, X070-X080-X076-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,A&C Machado (formerly Ahlem Farms Jerseys),825 Ruble RD,Crows Landing,Stanislaus,95313,,,,,(209) 652-4778,01/01/1980,San Joaquin River Basin,"X053-X003-X008-XXXX, X058-X003-X007-XXXX, X058-X004-X012-XXXX, X058-X040-X015-XXXX",,,153,0,153,153,164,0,164,164,0,1085,1085,1085,0,220,220,220,354,0,354,354,336,0,336,336,Jersey-Holstein Cross,58.0,2312,,36762.73,465738.44,326016.91,75457.1,199233.37,561461.25,,,,,13122000.0,13122000.0,0.0,0.0,,,,,,,,,,
230,GM Silva Dairies,20316 Crane AVE,Hilmar,Merced,95324,,,,,(209) 652-6581,01/01/1990,San Joaquin River Basin,"X045-X230-X060-XXXX, X045-X350-X013-XXXX",,,100,0,100,100,230,0,230,230,0,1295,1295,1295,0,165,165,165,45,25,70,70,430,0,430,430,,69.0,2290,,41046.14,526755.6,368728.92,86359.22,247153.63,647692.5,,,,,16558500.0,14500500.0,0.0,2058000.0,,,,,,,,,,
231,Vitoria Dairy,14018 Crowslanding Road,Crowslanding,Stanislaus,95313,P.O. Box 327,Crows Landing,CA,95313,(209) 652-9489,02/15/1953,San Joaquin River Basin,"X057-X026-X007-XXXX, X057-X026-X011-XXXX",,,182,0,182,182,0,0,0,0,0,1002,1002,1002,0,102,102,102,300,0,330,300,300,0,330,300,Holstein,68.0,1886,,33613.29,417831.0,292481.7,69076.81,190575.62,495246.6,,,,,22960000.0,22960000.0,0.0,0.0,,,,,,,,,,
232,Double Cross Dairy #4,6006 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 667-0667,03/01/1960,San Joaquin River Basin,"X057-X009-X006-XXXX, X057-X009-X007-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,200,150,0,0,0,0,Jersey-Holstein Cross,1.0,150,,1469.48,14235.0,9964.5,2409.0,1.0,0.0,,,,,6663531.0,19993826.0,13330295.0,0.0,,,,,,,,,,
233,Coelho's Clover Dairy,3130 Dewitt RD,Modesto,Stanislaus,95357,P.O. Box 578644,Modesto,CA,95357,(209) 529-7187,01/01/1949,San Joaquin River Basin,X014-X014-X011-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Delta Woods Dairy,18700 S Bacchetti RD,Tracy,San Joaquin,95304,,,,,(209) 564-2624,01/01/1944,San Joaquin River Basin,"X212-X110-XX08-XXXX, X212-X120-XX02-XXXX, X212-X120-XX03-XXXX, X212-X120-XX09-XXXX, X212-X120-XX14-XXXX",,,110,0,120,110,0,0,0,0,0,670,700,690,0,90,120,90,220,0,220,210,200,0,200,200,,72.0,1300,,23680.56,294484.82,206139.37,48716.25,133048.03,345582.0,,,,,17400000.0,17400000.0,0.0,0.0,,,,,,,,,,
235,Nascimento Dairy,15620 N Jacktone RD,Lodi,San Joaquin,95240,P.O. Box 702,Lockford,CA,95237,(209) 648-2689,10/01/2001,San Joaquin River Basin,X053-X040-XX04-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Kruppa-Plett Facility,18851 E Clausen RD,Turlock,Merced,95380,P.O. Box 2717,Merced,CA,95344,(209) 383-6036,01/01/1935,San Joaquin River Basin,0041-0006-0001-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
237,Valentine Dairy,20717 Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1932,San Joaquin River Basin,X045-X170-X034-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,394,394,412,0,412,412,Other,1.0,806,,8278.4,76489.4,53542.58,12944.36,1.0,0.0,,,,,18106000.0,21604000.0,3498000.0,0.0,,,,,,,,,,
238,Toledo Dairy,26280 N Elliott RD,Galt,Sacramento,95632,,,,,(209) 368-7311,01/01/1980,San Joaquin River Basin,X007-X220-XX18-XXXX,,,106,0,106,106,0,130,130,130,0,575,575,575,0,1,1,1,100,0,100,100,215,0,215,215,Holstein,60.0,1127,,18055.22,226156.01,158309.21,36960.7,106340.06,270968.7,,,,,25704000.0,25704000.0,0.0,0.0,,,,,,,,,,
239,Frank Borges Dairy North,5944 County Road 17,Orland,Glenn,95963,,,,,(209) 985-9933,12/01/1991,Sacramento River Basin,0027-0300-0001-0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Machado Dairy Farms #3,11685 E Mariposa RD,Stockton,San Joaquin,95215,P.O. Box 4430,Manteca,CA,95337,(209) 602-3473,01/01/1970,San Joaquin River Basin,0181-0070-0001-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Double D Jerseys,937 El Katrina LN,Ceres,Stanislaus,95307,,,,,(209) 537-4133,01/01/1925,San Joaquin River Basin,"X022-X022-X006-XXXX, X022-X027-X010-XXXX, X022-X027-X011-XXXX",,,0,150,150,150,0,300,300,300,0,1250,1250,1250,0,0,0,0,0,0,0,0,400,0,400,400,,60.0,2100,,35607.5,460999.37,322699.56,75495.56,231174.03,588562.5,,,,,60768750.0,60768750.0,0.0,0.0,,,,,,,,,,
242,Manuel Martins Dairy L.P.,10043 Milnes,Modesto,Stanislaus,95307,,,,,(209) 529-8133,09/09/1978,San Joaquin River Basin,X015-X001-X020-XXXX,,,0,135,135,135,0,85,85,85,0,820,820,820,0,100,100,100,25,0,25,25,0,0,0,0,Holstein,68.0,1165,,23325.82,304359.67,213051.77,49700.58,155960.09,409092.0,,,,,12234000.0,10764000.0,0.0,1470000.0,,,,,,,,,,
243,J-D Brasil Dairy,5600 Clayton RD,Turlock,Stanislaus,95380,,,,,(209) 652-4724,06/01/1999,San Joaquin River Basin,X044-X002-X014-XXXX,,,0,0,0,0,0,0,0,0,0,368,368,368,0,17,17,17,0,62,62,62,0,0,0,0,Holstein,85.0,447,,10964.26,140876.4,98613.48,23856.93,74102.04,177181.95,,,,,6390000.0,2448000.0,0.0,3942000.0,,,,,,,,,,
244,Goncalves Dairy,15782 Arroya AVE,Dos Palos,Merced,93620,,,,,(209) 617-6324,12/01/1986,San Joaquin River Basin,X085-X017-X064-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Valley Cross Dairy,9500 Linwood AVE,Turlock,Stanislaus,95380,P.O. Box 3882,Turlcok,CA,95381,(209) 632-2924,03/20/1995,San Joaquin River Basin,X058-X180-X001-XXXX,,,0,0,0,0,0,0,0,0,0,271,271,271,0,0,0,0,138,0,138,138,0,0,0,0,Jersey-Holstein Cross,57.0,409,,7887.49,98578.3,69004.81,16609.08,49584.39,127600.35,,,,,4455000.0,4455000.0,0.0,0.0,,,,,,,,,,
246,JNM Dairy,7742 Paradise RD,Modesto,Stanislaus,95358,,,,,(209) 404-3909,11/15/2013,San Joaquin River Basin,X017-X027-X040-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Triple J Dairy #2,26857 Ritz RD,Acampo,San Joaquin,95220,,,,,(209) 366-3062,01/01/1950,Sacramento River Basin,X003-X130-XX26-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Terra Dairy,8988 W Meadow DR,Winton,Merced,95388,,,,,(209) 769-5775,05/10/1945,San Joaquin River Basin,"0140-0030-0012-0000, 0140-0120-0019-0000, 0140-0150-0011-0000, 0140-0160-0026-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,John Brasil Dairy #3,1707 S Mitchell RD,Turlock,Merced,95380,,,,,(209) 632-7867,11/01/1991,San Joaquin River Basin,"X058-X011-X011-XXXX, X058-X015-X008-XXXX, X058-X016-X016-XXXX, X058-X030-X007-XXXX",,,0,0,0,0,0,0,0,0,0,575,575,575,60,0,60,60,0,0,0,0,0,0,0,0,Jersey,56.0,635,,14639.59,191441.15,134008.81,31821.39,104828.96,284535.75,,,,,13428000.0,13428000.0,0.0,0.0,,,,,,,,,,
250,Foster Farms #4,5372 S Hickman RD,Hickman,Stanislaus,95316,,,,,(209) 548-7640,01/01/1958,San Joaquin River Basin,"0019-0041-0032-0000, 0019-0041-0033-0000, 0080-0110-0140-0000",,,0,0,0,0,0,0,0,0,0,2693,2714,2693,654,0,867,654,37,0,48,37,0,0,0,0,Holstein,88.0,3384,,84733.1,1100426.32,770298.42,182928.48,547581.77,1418386.35,,,,,58157000.0,58157000.0,0.0,0.0,,,,,,,,,,
251,Chris Verboom Dairy,5951 County Rd 17,Orland,Glenn,95963,,,,,(530) 520-4876,09/15/1993,Sacramento River Basin,0027-0300-0004-0009,,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,0,200,200,200,Holstein,1.0,500,,4133.97,43070.0,30149.0,6785.35,45000.0,0.0,,,,,1000000.0,1000000.0,0.0,0.0,,,,,,,,,,
252,Nylund Dairy Farms,20723 Geer RD,Hilmar,Merced,95324,P.O. Box 1029,Hilmar,CA,95324,(209) 652-5424,01/01/1921,San Joaquin River Basin,"0045-0200-0034-0000, 0045-0200-0035-0000, 0045-0200-0037-0000, 0045-0200-0061-0000",,,0,180,180,180,0,300,300,300,0,2050,2050,2050,0,300,300,300,0,600,600,600,200,220,420,420,Holstein,75.0,3850,,69834.82,879333.42,615533.39,144629.23,399328.16,1034227.5,,,,,27940200.0,24900000.0,0.0,3040200.0,,,,,,,,,,
253,Machado Dairy Farms #4,26298 Groves RD,Farmington,San Joaquin,95230,P.O. Box 263,Farmington,CA,95230,(209) 602-8598,01/01/1980,San Joaquin River Basin,"X187-X190-XX03-XXXX, X187-X300-XX14-XXXX",,,0,0,0,0,0,0,0,0,0,715,720,715,0,1,1,1,0,0,0,0,0,0,0,0,,75.0,716,,18777.16,245464.97,171825.48,41628.91,139277.87,336887.7,,,,,34425000.0,34425000.0,0.0,0.0,,,,,,,,,,
254,A & G Azevedo Dairy,536 N Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 669-8365,01/01/1950,San Joaquin River Basin,XX22-XX45-XX44-XXXX,,,0,34,34,34,0,35,65,50,65,130,240,210,30,0,50,35,10,0,20,10,0,15,34,17,Holstein,68.0,356,,6452.24,83027.55,58119.29,13385.15,39941.0,106926.75,,,,,922500.0,922500.0,0.0,0.0,,,,,,,,,,
255,Joe Egli & Sons Dairy,21810 W August AVE,Hilmar,Merced,95324,,,,,(209) 634-9559,06/01/1954,San Joaquin River Basin,"X045-X140-X012-XXXX, X045-X140-X054-XXXX, X045-X170-X002-XXXX, X045-X170-X064-XXXX",,,0,23,23,23,0,56,56,56,0,262,262,262,0,27,27,27,0,60,60,60,0,42,42,42,Holstein,71.0,470,,8483.84,106915.81,74841.07,17523.73,50347.55,129571.35,,,,,8015000.0,22040000.0,14025000.0,0.0,,,,,,,,,,
256,L&L Pires Dairy,7713 Maze BLVD,Modesto,Stanislaus,95358,,,,,(123) 000-0000,01/01/1950,San Joaquin River Basin,X012-X042-X010-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,3060000.0,3060000.0,0.0,0.0,,,,,,,,,,
257,Rocking S Dairy #1,3301 Ladd RD,Modesto,Stanislaus,95356,,,,,(209) 000-0000,12/07/1979,San Joaquin River Basin,"X003-X024-X006-XXXX, X030-X240-X070-XXXX",,,0,0,0,0,0,0,0,0,0,1250,1280,1250,0,0,0,0,580,0,600,580,1050,0,1100,1050,Holstein,80.0,2880,,49295.2,593092.87,415165.01,100676.91,247599.03,588562.5,,,,,57188750.0,57188750.0,0.0,0.0,,,,,,,,,,
258,Live Oak H (Formerly Silveira Dairy Inc.),20271 Johnson AVE,Hilmar,Merced,95324,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1940,San Joaquin River Basin,XX45-X140-XX26-XXXX,,,0,0,0,0,0,0,0,0,0,400,400,400,0,200,200,200,0,0,0,0,0,0,0,0,Jersey,60.0,600,,12349.05,164514.2,115159.94,26400.55,73975.69,234330.0,,,,,8118000.0,8118000.0,0.0,0.0,,,,,,,,,,
259,Cressey River LLC,10986 Livingston Cressey WAY,Livingston,Merced,95334,P.O. Box 2717,Merced,CA,95344,(209) 383-6046,01/01/1972,San Joaquin River Basin,"X140-X060-X040-XXXX, X140-X060-X048-XXXX, X140-X060-X049-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
260,Martins View Jersey Dairy #2,28336 W Bambauer RD,Gustine,Merced,95322,,,,,(209) 678-2208,01/01/1941,San Joaquin River Basin,"0054-0110-0023-0000, 0063-0050-0028-0000",,,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,399,400,390,47,0,50,45,Jersey,1.0,515,,4440.35,45369.5,31758.65,7275.18,1.0,0.0,,,,,2860197.0,4825051.0,1964854.0,0.0,,,,,,,,,,
261,MACHADO & SONS,11735 CARROLL RD,ELK GROVE,Sacramento,95757,,,,,(916) 715-9102,02/09/1972,Sacramento River Basin,X132-X240-X061-XXXX,,,0,20,20,20,0,15,15,15,0,110,110,110,0,10,10,10,15,0,15,15,480,0,480,480,Holstein,65.0,650,,7850.86,86636.86,60645.8,14407.45,20704.66,54093.0,,,,,290000.0,290000.0,0.0,0.0,,,,,,,,,,
262,Golf Link Ranches LLC,10220 Golf Link RD,Turlock,Merced,95380,,,,,(209) 667-0667,01/01/1970,San Joaquin River Basin,"X045-X910-X016-XXXX, X045-X910-X025-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,300,536,536,11,0,11,11,Jersey-Holstein Cross,1.0,547,,5531.18,51910.3,36337.21,8784.82,1.0,0.0,,,,,5445000.0,0.0,0.0,5445000.0,,,,,,,,,,
263,Double Cross #6 (Formerly Larry B. Peterson Dairy),21189 American AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1950,San Joaquin River Basin,X045-X170-X019-XXXX,,,0,0,0,0,0,0,0,0,0,1119,1119,1119,210,0,210,210,339,0,339,339,0,0,0,0,Holstein,73.0,1668,,35865.9,450937.61,315656.33,74984.8,216504.37,575170.65,,,,,54078000.0,8718000.0,0.0,45360000.0,,,,,,,,,,
264,Jones Farms,1511 Van Clief RD,Stevinson,Merced,95374,,,,,(209) 634-4754,05/01/1994,San Joaquin River Basin,X055-X235-X002-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Silvas Holsteins Dairy,6706 Elaine RD,Turlock,Stanislaus,95380,,,,,(209) 632-1223,01/01/1970,San Joaquin River Basin,"X057-X013-X019-XXXX, X057-X220-X010-XXXX, X057-X220-X012-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,E.R. Prins Dairies #1 & #2,10385 Van Allen RD,Stockton,San Joaquin,95215,,,,,(209) 838-1627,01/01/1985,San Joaquin River Basin,"X205-X160-XX06-XXXX, X205-X160-XX07-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,SB Farms,11450 Carroll RD,Elk Grove,Sacramento,95757,,,,,(209) 321-1318,07/01/1979,Sacramento River Basin,X132-0240-X043-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,140 Cattle Company,15751 W HWY 140,Livingston,Merced,95334,P.O. Box 1342,Hilmar,CA,95324,(209) 495-8821,01/01/1980,San Joaquin River Basin,"X049-X100-X007-XXXX, X049-X110-X002-XXXX, X049-X140-X002-XXXX",,,2155,0,2155,2155,5653,0,5653,5653,0,0,0,0,0,0,0,0,1751,0,1751,1751,2723,0,2723,2723,Jersey,1.0,12282,,69115.02,823571.4,576499.98,100066.65,1.0,0.0,,,,,41364000.0,41364000.0,0.0,0.0,,,,,,,,,,
270,California Cloverleaf Farms,22323 E Monte Vista AVE,Denair,Merced,95316,,,,,(209) 874-1309,01/01/2001,San Joaquin River Basin,"X038-X010-X019-XXXX, X042-X150-X021-XXXX, X042-X150-X067-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey-Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,5508000.0,5508000.0,0.0,0.0,,,,,,,,,,
271,Bay Meadow Farm,10326 Walnut AVE,Galt,Sacramento,95632,,,,,(209) 745-1222,10/07/1957,Sacramento River Basin,1480-0730-0600-00XX,,,0,0,0,0,0,0,0,0,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,Guernsey,54.0,57,,1354.45,17717.24,12402.07,2979.02,10316.84,26838.45,,,,,117600.0,117600.0,0.0,0.0,,,,,,,,,,
272,Vogt Dairy #3,485 Capay Road,Orland,Tehama,95963,,,,,(530) 321-5957,01/01/1990,Sacramento River Basin,0091-0220-0025-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Five H Farms,5851 S Highway 59,Merced,Merced,95340,,,,,(209) 631-1887,09/01/1999,San Joaquin River Basin,X065-X130-X051-XXXX,,,300,0,300,300,0,0,0,0,0,2075,2146,2075,0,330,350,330,570,0,700,570,0,0,0,0,Holstein,78.0,3275,,66886.2,851033.74,595723.62,140685.56,408287.85,1052897.25,,,,,49597500.0,49597500.0,0.0,0.0,,,,,,,,,,
274,John & Nicole Santos Dairy,22759 S Mercey Springs RD,Los Banos,Merced,93635,,,,,(209) 968-7832,01/01/1930,San Joaquin River Basin,X088-X100-X009-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Eugenio Azevedo Vassar,1730 Vassar AVE,Merced,Merced,95340,,,,,(209) 812-4171,01/01/1958,San Joaquin River Basin,"0066-0060-0006-0000, 0066-0060-0007-0000",,,0,0,0,0,0,0,0,0,0,33,390,33,0,0,0,0,0,5,60,5,0,0,0,0,Jersey-Holstein Cross,68.0,38,,889.33,11440.77,8008.54,1935.35,6276.44,15538.05,,,,,2016000.0,2016000.0,0.0,0.0,,,,,,,,,,
276,Brazil/ Van Ryn Dairy Farm LLC,18338 E Mariposa RD,Stockton,San Joaquin,95215,P.O. Box 159,Ripon,CA,95366,(209) 886-1061,09/01/2004,San Joaquin River Basin,X205-X020-XX03-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
