,index,Unnamed: 0,operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,address,latitude,longitude
241,241,241,Double D Jerseys,937 El Katrina LN,Ceres,Stanislaus,95307,,,,,(209) 537-4133,01/01/1925,San Joaquin River Basin,"X022-X022-X006-XXXX, X022-X027-X010-XXXX, X022-X027-X011-XXXX",0.0,150.0,150.0,150.0,0.0,300.0,300.0,300.0,0.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,,60.0,2100.0,35607.5,460999.37,322699.56,75495.56,231174.03,588562.5,60768750.0,60768750.0,0.0,0.0,"937 El Katrina LN, Ceres, CA 95307",37.51132,-120.98213
242,242,242,Manuel Martins Dairy L.P.,10043 Milnes,Modesto,Stanislaus,95307,,,,,(209) 529-8133,09/09/1978,San Joaquin River Basin,X015-X001-X020-XXXX,0.0,135.0,135.0,135.0,0.0,85.0,85.0,85.0,0.0,820.0,820.0,820.0,0.0,100.0,100.0,100.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,Holstein,68.0,1165.0,23325.82,304359.67,213051.77,49700.58,155960.09,409092.0,12234000.0,10764000.0,0.0,1470000.0,"10043 Milnes, Modesto, CA 95307",37.68258,-120.81041
243,243,243,J-D Brasil Dairy,5600 Clayton RD,Turlock,Stanislaus,95380,,,,,(209) 652-4724,06/01/1999,San Joaquin River Basin,X044-X002-X014-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,368.0,368.0,0.0,17.0,17.0,17.0,0.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,Holstein,85.0,447.0,10964.26,140876.4,98613.48,23856.93,74102.04,177181.95,6390000.0,2448000.0,0.0,3942000.0,"5600 Clayton RD, Turlock, CA 95380",37.47989,-120.91512
245,245,245,Valley Cross Dairy,9500 Linwood AVE,Turlock,Stanislaus,95380,P.O. Box 3882,Turlcok,CA,95381,(209) 632-2924,03/20/1995,San Joaquin River Basin,X058-X180-X001-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,271.0,271.0,0.0,0.0,0.0,0.0,138.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,57.0,409.0,7887.49,98578.3,69004.81,16609.08,49584.39,127600.35,4455000.0,4455000.0,0.0,0.0,"9500 Linwood AVE, Turlock, CA 95380",37.47814,-120.95369
249,249,249,John Brasil Dairy #3,1707 S Mitchell RD,Turlock,Merced,95380,,,,,(209) 632-7867,11/01/1991,San Joaquin River Basin,"X058-X011-X011-XXXX, X058-X015-X008-XXXX, X058-X016-X016-XXXX, X058-X030-X007-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,575.0,575.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey,56.0,635.0,14639.59,191441.15,134008.81,31821.39,104828.96,284535.75,13428000.0,13428000.0,0.0,0.0,"1707 S Mitchell RD, Turlock, CA 95380",37.47544,-120.94239
250,250,250,Foster Farms #4,5372 S Hickman RD,Hickman,Stanislaus,95316,,,,,(209) 548-7640,01/01/1958,San Joaquin River Basin,"0019-0041-0032-0000, 0019-0041-0033-0000, 0080-0110-0140-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2714.0,2693.0,654.0,0.0,867.0,654.0,37.0,0.0,48.0,37.0,0.0,0.0,0.0,0.0,Holstein,88.0,3384.0,84733.1,1100426.32,770298.42,182928.48,547581.77,1418386.35,58157000.0,58157000.0,0.0,0.0,"5372 S Hickman RD, Hickman, CA 95316",37.55509,-120.74695
251,251,251,Chris Verboom Dairy,5951 County Rd 17,Orland,Glenn,95963,,,,,(530) 520-4876,09/15/1993,Sacramento River Basin,0027-0300-0004-0009,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,Holstein,1.0,500.0,4133.97,43070.0,30149.0,6785.35,45000.0,0.0,1000000.0,1000000.0,0.0,0.0,"5951 County Rd 17, Orland, CA 95963",39.73812,-122.25347
252,252,252,Nylund Dairy Farms,20723 Geer RD,Hilmar,Merced,95324,P.O. Box 1029,Hilmar,CA,95324,(209) 652-5424,01/01/1921,San Joaquin River Basin,"0045-0200-0034-0000, 0045-0200-0035-0000, 0045-0200-0037-0000, 0045-0200-0061-0000",0.0,180.0,180.0,180.0,0.0,300.0,300.0,300.0,0.0,2050.0,2050.0,2050.0,0.0,300.0,300.0,300.0,0.0,600.0,600.0,600.0,200.0,220.0,420.0,420.0,Holstein,75.0,3850.0,69834.82,879333.42,615533.39,144629.23,399328.16,1034227.5,27940200.0,24900000.0,0.0,3040200.0,"20723 Geer RD, Hilmar, CA 95324",37.39524,-120.86155
253,253,253,Machado Dairy Farms #4,26298 Groves RD,Farmington,San Joaquin,95230,P.O. Box 263,Farmington,CA,95230,(209) 602-8598,01/01/1980,San Joaquin River Basin,"X187-X190-XX03-XXXX, X187-X300-XX14-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,720.0,715.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,716.0,18777.16,245464.97,171825.48,41628.91,139277.87,336887.7,34425000.0,34425000.0,0.0,0.0,"26298 Groves RD, Farmington, CA 95230",37.94085,-120.99087
254,254,254,A & G Azevedo Dairy,536 N Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 669-8365,01/01/1950,San Joaquin River Basin,XX22-XX45-XX44-XXXX,0.0,34.0,34.0,34.0,0.0,35.0,65.0,50.0,65.0,130.0,240.0,210.0,30.0,0.0,50.0,35.0,10.0,0.0,20.0,10.0,0.0,15.0,34.0,17.0,Holstein,68.0,356.0,6452.24,83027.55,58119.29,13385.15,39941.0,106926.75,922500.0,922500.0,0.0,0.0,"536 N Prairie Flower RD, Turlock, CA 95380",37.4957,-120.93083
255,255,255,Joe Egli & Sons Dairy,21810 W August AVE,Hilmar,Merced,95324,,,,,(209) 634-9559,06/01/1954,San Joaquin River Basin,"X045-X140-X012-XXXX, X045-X140-X054-XXXX, X045-X170-X002-XXXX, X045-X170-X064-XXXX",0.0,23.0,23.0,23.0,0.0,56.0,56.0,56.0,0.0,262.0,262.0,262.0,0.0,27.0,27.0,27.0,0.0,60.0,60.0,60.0,0.0,42.0,42.0,42.0,Holstein,71.0,470.0,8483.84,106915.81,74841.07,17523.73,50347.55,129571.35,8015000.0,22040000.0,14025000.0,0.0,"21810 W August AVE, Hilmar, CA 95324",37.41924,-120.8833
256,256,256,L&L Pires Dairy,7713 Maze BLVD,Modesto,Stanislaus,95358,,,,,(123) 000-0000,01/01/1950,San Joaquin River Basin,X012-X042-X010-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,3060000.0,3060000.0,0.0,0.0,"7713 Maze BLVD, Modesto, CA 95358",37.64126,-121.13625
257,257,257,Rocking S Dairy #1,3301 Ladd RD,Modesto,Stanislaus,95356,,,,,(209) 000-0000,12/07/1979,San Joaquin River Basin,"X003-X024-X006-XXXX, X030-X240-X070-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1280.0,1250.0,0.0,0.0,0.0,0.0,580.0,0.0,600.0,580.0,1050.0,0.0,1100.0,1050.0,Holstein,80.0,2880.0,49295.2,593092.87,415165.01,100676.91,247599.03,588562.5,57188750.0,57188750.0,0.0,0.0,"3301 Ladd RD, Modesto, CA 95356",37.73483,-121.05688
258,258,258,Live Oak H (Formerly Silveira Dairy Inc.),20271 Johnson AVE,Hilmar,Merced,95324,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1940,San Joaquin River Basin,XX45-X140-XX26-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey,60.0,600.0,12349.05,164514.2,115159.94,26400.55,73975.69,234330.0,8118000.0,8118000.0,0.0,0.0,"20271 Johnson AVE, Hilmar, CA 95324",37.43306,-120.85463
259,259,259,Cressey River LLC,10986 Livingston Cressey WAY,Livingston,Merced,95334,P.O. Box 2717,Merced,CA,95344,(209) 383-6046,01/01/1972,San Joaquin River Basin,"X140-X060-X040-XXXX, X140-X060-X048-XXXX, X140-X060-X049-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"10986 Livingston Cressey WAY, Livingston, CA 95334",37.41946,-120.68583
260,260,260,Martins View Jersey Dairy #2,28336 W Bambauer RD,Gustine,Merced,95322,,,,,(209) 678-2208,01/01/1941,San Joaquin River Basin,"0054-0110-0023-0000, 0063-0050-0028-0000",80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,400.0,390.0,47.0,0.0,50.0,45.0,Jersey,1.0,515.0,4440.35,45369.5,31758.65,7275.18,1.0,0.0,2860197.0,4825051.0,1964854.0,0.0,"28336 W Bambauer RD, Gustine, CA 95322",37.27516,-121.00056
261,261,261,MACHADO & SONS,11735 CARROLL RD,ELK GROVE,Sacramento,95757,,,,,(916) 715-9102,02/09/1972,Sacramento River Basin,X132-X240-X061-XXXX,0.0,20.0,20.0,20.0,0.0,15.0,15.0,15.0,0.0,110.0,110.0,110.0,0.0,10.0,10.0,10.0,15.0,0.0,15.0,15.0,480.0,0.0,480.0,480.0,Holstein,65.0,650.0,7850.86,86636.86,60645.8,14407.45,20704.66,54093.0,290000.0,290000.0,0.0,0.0,"11735 CARROLL RD, ELK GROVE, CA 95757",38.33258,-121.39413
262,262,262,Golf Link Ranches LLC,10220 Golf Link RD,Turlock,Merced,95380,,,,,(209) 667-0667,01/01/1970,San Joaquin River Basin,"X045-X910-X016-XXXX, X045-X910-X025-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,300.0,536.0,536.0,11.0,0.0,11.0,11.0,Jersey-Holstein Cross,1.0,547.0,5531.18,51910.3,36337.21,8784.82,1.0,0.0,5445000.0,0.0,0.0,5445000.0,"10220 Golf Link RD, Turlock, CA 95380",37.43659,-120.83093
263,263,263,Double Cross #6 (Formerly Larry B. Peterson Dairy),21189 American AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1950,San Joaquin River Basin,X045-X170-X019-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,1119.0,1119.0,210.0,0.0,210.0,210.0,339.0,0.0,339.0,339.0,0.0,0.0,0.0,0.0,Holstein,73.0,1668.0,35865.9,450937.61,315656.33,74984.8,216504.37,575170.65,54078000.0,8718000.0,0.0,45360000.0,"21189 American AVE, Hilmar, CA 95324",37.40964,-120.87163
269,269,269,140 Cattle Company,15751 W HWY 140,Livingston,Merced,95334,P.O. Box 1342,Hilmar,CA,95324,(209) 495-8821,01/01/1980,San Joaquin River Basin,"X049-X100-X007-XXXX, X049-X110-X002-XXXX, X049-X140-X002-XXXX",2155.0,0.0,2155.0,2155.0,5653.0,0.0,5653.0,5653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.0,0.0,1751.0,1751.0,2723.0,0.0,2723.0,2723.0,Jersey,1.0,12282.0,69115.02,823571.4,576499.98,100066.65,1.0,0.0,41364000.0,41364000.0,0.0,0.0,"15751 W HWY 140, Livingston, CA 95334",37.30381,-120.77363
270,270,270,California Cloverleaf Farms,22323 E Monte Vista AVE,Denair,Merced,95316,,,,,(209) 874-1309,01/01/2001,San Joaquin River Basin,"X038-X010-X019-XXXX, X042-X150-X021-XXXX, X042-X150-X067-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey-Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,5508000.0,5508000.0,0.0,0.0,"22323 E Monte Vista AVE, Denair, CA 95316",37.52073,-120.67862
271,271,271,Bay Meadow Farm,10326 Walnut AVE,Galt,Sacramento,95632,,,,,(209) 745-1222,10/07/1957,Sacramento River Basin,1480-0730-0600-00XX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guernsey,54.0,57.0,1354.45,17717.24,12402.07,2979.02,10316.84,26838.45,117600.0,117600.0,0.0,0.0,"10326 Walnut AVE, Galt, CA 95632",38.27847,-121.30718
273,273,273,Five H Farms,5851 S Highway 59,Merced,Merced,95340,,,,,(209) 631-1887,09/01/1999,San Joaquin River Basin,X065-X130-X051-XXXX,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,2075.0,2146.0,2075.0,0.0,330.0,350.0,330.0,570.0,0.0,700.0,570.0,0.0,0.0,0.0,0.0,Holstein,78.0,3275.0,66886.2,851033.74,595723.62,140685.56,408287.85,1052897.25,49597500.0,49597500.0,0.0,0.0,"5851 S Highway 59, Merced, CA 95340",37.20123,-120.49111
275,275,275,Eugenio Azevedo Vassar,1730 Vassar AVE,Merced,Merced,95340,,,,,(209) 812-4171,01/01/1958,San Joaquin River Basin,"0066-0060-0006-0000, 0066-0060-0007-0000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,390.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,5.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,68.0,38.0,889.33,11440.77,8008.54,1935.35,6276.44,15538.05,2016000.0,2016000.0,0.0,0.0,"1730 Vassar AVE, Merced, CA 95340",37.26626,-120.4561
278,278,278,Arlinda Holsteins,6325 West main ST,Turlock,Stanislaus,95380,P.O. Box 3308,Turlock,CA,95381,(209) 667-4644,02/23/1950,San Joaquin River Basin,X023-X040-X001-XXXX,110.0,0.0,110.0,110.0,225.0,0.0,225.0,225.0,60.0,280.0,340.0,320.0,20.0,0.0,20.0,20.0,150.0,0.0,160.0,160.0,160.0,0.0,160.0,160.0,Holstein,83.0,995.0,13078.16,164841.49,115389.04,26174.15,64016.07,155271.0,5004469.0,5004469.0,0.0,0.0,"6325 West main ST, Turlock, CA 95380",37.49634,-120.91955
284,284,284,Lima Ranch,13436 N Thornton RD,Lodi,San Joaquin,95242,,,,,(209) 334-5422,01/01/1932,San Joaquin River Basin,"X055-X130-XX01-XXXX, X055-X140-XX07-XXXX, X055-X140-XX09-XXXX",220.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,1480.0,1480.0,1480.0,0.0,220.0,220.0,220.0,600.0,0.0,600.0,600.0,495.0,0.0,495.0,495.0,Holstein,78.0,3015.0,54199.7,669838.05,468886.64,111052.26,291212.54,747447.0,29035679.0,29035679.0,0.0,0.0,"13436 N Thornton RD, Lodi, CA 95242",38.10004,-121.3829
286,286,286,Martins Brothers Dairy,6041 Central AVE,Hilmar,Merced,95324,,,,,(209) 668-2495,01/01/1998,San Joaquin River Basin,0045-0060-0007-0000,300.0,0.0,300.0,300.0,30.0,0.0,30.0,30.0,0.0,1639.0,1639.0,1639.0,0.0,253.0,253.0,253.0,590.0,150.0,740.0,740.0,600.0,0.0,600.0,600.0,Holstein,70.0,3562.0,60741.72,739889.48,517922.64,121866.5,313883.62,829900.5,22328864.0,20168864.0,0.0,2160000.0,"6041 Central AVE, Hilmar, CA 95324",37.3788,-120.95995
287,287,287,Fire-Lake Jerseys,11301 W Bradbury RD,Turlock,Stanislaus,95380,P.O. Box 459,Hilmar,CA,95324,(209) 632-2924,01/01/1950,San Joaquin River Basin,"X058-X025-X004-XXXX, X058-X025-X005-XXXX",20.0,0.0,20.0,20.0,53.0,0.0,53.0,53.0,20.0,218.0,238.0,234.0,22.0,0.0,22.0,22.0,110.0,0.0,110.0,110.0,37.0,23.0,60.0,60.0,Jersey,54.0,499.0,7710.41,96612.23,67628.56,15753.63,42353.35,115237.8,4760000.0,4760000.0,0.0,0.0,"11301 W Bradbury RD, Turlock, CA 95380",37.44956,-120.97848
288,288,288,Dewit Dairy,6610 E Collier RD,Acampo,San Joaquin,95220,,,,,(209) 423-3783,06/01/1970,San Joaquin River Basin,"X005-X250-XX04-XXXX, X005-X250-XX57-XXXX",0.0,210.0,210.0,210.0,0.0,200.0,200.0,200.0,0.0,1400.0,1400.0,1400.0,0.0,120.0,120.0,120.0,375.0,0.0,375.0,375.0,0.0,295.0,295.0,295.0,Holstein,75.0,2600.0,46626.74,586707.36,410695.15,96596.52,272711.92,686784.0,26720000.0,26720000.0,0.0,0.0,"6610 E Collier RD, Acampo, CA 95220",38.21635,-121.23819
290,290,290,PH RANCH #2,2618 S Highway 59,Merced,Merced,95340,,,,,(123) 000-0000,01/01/1974,San Joaquin River Basin,"X066-X100-X013-XXXX, X066-X100-X014-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,700.0,631.0,0.0,85.0,110.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,75.0,716.0,17817.59,231978.56,162384.99,38764.63,122915.16,316652.1,42240000.0,42240000.0,0.0,0.0,"2618 S Highway 59, Merced, CA 95340",37.24965,-120.48783
291,291,291,P&D Dairy South,28399 W Husman RD,Gustine,Merced,95322,,,,,(209) 649-4967,01/01/1960,San Joaquin River Basin,X070-X060-X041-XXXX,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,700.0,700.0,Holstein,75.0,850.0,13259.18,154260.71,107982.5,26127.44,41685.96,70627.5,25920000.0,25920000.0,0.0,0.0,"28399 W Husman RD, Gustine, CA 95322",37.15841,-121.00275
293,293,293,Nylund Dairy Farms,20723 Geer RD,Hilmar,Merced,95324,P.O. Box 1029,Hilmar,CA,95324,(209) 652-5424,01/01/1921,San Joaquin River Basin,"0045-0200-0034-0000, 0045-0200-0035-0000, 0045-0200-0037-0000, 0045-0200-0061-0000",0.0,180.0,180.0,180.0,0.0,300.0,300.0,300.0,0.0,2050.0,2050.0,2050.0,0.0,300.0,300.0,300.0,0.0,600.0,600.0,600.0,200.0,220.0,420.0,420.0,Holstein,75.0,3850.0,69834.82,879333.42,615533.39,144629.23,399328.16,1034227.5,27940200.0,24900000.0,0.0,3040200.0,"20723 Geer RD, Hilmar, CA 95324",37.39524,-120.86155
294,294,294,Gentle Breezes Dairy,4419 S Faith Home RD,Turlock,Stanislaus,95380,,,,,(209) 850-1841,01/01/1974,San Joaquin River Basin,"X058-X031-X003-XXXX, X058-X031-X021-XXXX",37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,386.0,386.0,386.0,0.0,39.0,39.0,39.0,130.0,0.0,130.0,130.0,203.0,0.0,203.0,203.0,Jersey,65.0,795.0,13406.14,167105.11,116973.58,27792.89,72654.55,190716.15,18525000.0,18525000.0,0.0,0.0,"4419 S Faith Home RD, Turlock, CA 95380",37.45134,-120.92409
295,295,295,Frank Chaves and Sons Dairy #1,13080 E Harney LN,Lodi,San Joaquin,95240,,,,,(209) 368-1740,01/05/1940,San Joaquin River Basin,X063-X260-XX14-XXXX,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,0.0,100.0,100.0,100.0,140.0,0.0,140.0,140.0,150.0,0.0,150.0,150.0,Holstein,64.0,920.0,16801.68,210390.67,147273.47,34717.29,93783.61,258420.0,5040000.0,5040000.0,0.0,0.0,"13080 E Harney LN, Lodi, CA 95240",38.09821,-121.15759
296,296,296,Duivenvoorden Farms,19490 Draper Road,Cottonwood,Tehama,96022,,,,,(530) 567-8178,01/01/1963,Sacramento River Basin,0004-0140-0571-0000,5.0,0.0,10.0,5.0,5.0,0.0,10.0,5.0,35.0,0.0,40.0,35.0,6.0,0.0,10.0,6.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,Holstein,40.0,56.0,941.97,12207.62,8545.33,1951.95,6012.97,17859.45,,0.0,0.0,0.0,"19490 Draper Road, Cottonwood, CA 96022",40.36932,-122.311
297,297,297,Luis A. Pimentel Dairy,11375 Bruceville RD,Elk Grove,Sacramento,95758,,,,,(123) 000-0000,01/01/1953,Sacramento River Basin,X132-X240-X007-XXXX,59.0,0.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,260.0,260.0,260.0,35.0,0.0,35.0,35.0,23.0,0.0,23.0,23.0,81.0,0.0,81.0,81.0,Holstein,68.0,458.0,8248.74,105672.91,73971.04,17342.11,49450.76,130469.25,7344000.0,7344000.0,0.0,0.0,"11375 Bruceville RD, Elk Grove, CA 95758",38.34412,-121.41276
298,298,298,Jordao Dairy,6025 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 656-8438,04/01/2007,San Joaquin River Basin,"X045-X030-X013-XXXX, X045-X030-X022-XXXX, X057-X004-X013-XXXX, X057-X004-X014-XXXX",175.0,0.0,175.0,175.0,155.0,0.0,155.0,155.0,0.0,875.0,875.0,875.0,0.0,90.0,90.0,90.0,255.0,0.0,255.0,255.0,400.0,0.0,400.0,400.0,Holstein,73.0,1950.0,31451.95,392933.04,275053.13,64301.09,169295.2,432689.25,12220000.0,15720000.0,3500000.0,0.0,"6025 S Central AVE, Turlock, CA 95380",37.43594,-120.96304
299,299,299,Double Cross #2,18637 E Bradbury RD,Turlock,Merced,95380,,,,,(209) 668-0807,01/01/1984,San Joaquin River Basin,"X045-X910-X001-XXXX, X045-X910-X004-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,658.0,658.0,53.0,0.0,53.0,53.0,0.0,11.0,11.0,11.0,857.0,0.0,857.0,857.0,Jersey-Holstein Cross,64.0,1579.0,24787.09,306667.76,214667.43,51462.76,123419.24,322006.65,23535000.0,28980000.0,5445000.0,0.0,"18637 E Bradbury RD, Turlock, CA 95380",37.44861,-120.82583
301,301,301,"Gioletti, Inc.",10007 Fulkerth RD,Ceres,Stanislaus,95307,,,,,(209) 656-9703,01/01/1940,San Joaquin River Basin,X022-X021-X005-XXXX,130.0,0.0,140.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,125.0,0.0,140.0,125.0,400.0,0.0,500.0,400.0,150.0,0.0,200.0,150.0,Holstein,1.0,806.0,7764.83,81880.0,57316.0,12351.31,146.18,29214.6,15435000.0,28927500.0,13492500.0,0.0,"10007 Fulkerth RD, Ceres, CA 95307",37.50922,-120.96528
303,303,303,Double Diamond Dairy,505 E Washington RD,El Nido,Merced,95317,,,,,(209) 564-2000,11/17/1999,San Joaquin River Basin,X075-X740-X001-XXXX,910.0,0.0,940.0,910.0,988.0,0.0,1000.0,988.0,0.0,4790.0,4800.0,4790.0,0.0,700.0,720.0,700.0,1065.0,0.0,1150.0,1065.0,930.0,0.0,1000.0,930.0,Holstein,86.0,9383.0,168024.03,2138134.99,1496694.49,349350.54,967681.68,2416336.5,236446514.0,236446514.0,0.0,0.0,"505 E Washington RD, El Nido, CA 95317",37.11199,-120.48345
306,306,306,Hawkins Ranch,5301 N De Angelis RD,Stevinson,Merced,95374,,,,,(209) 634-4908,01/01/1940,San Joaquin River Basin,X055-X010-X007-XXXX,0.0,538.0,538.0,538.0,0.0,688.0,688.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,607.0,607.0,Holstein,1.0,1833.0,10197.66,120252.9,84177.03,14178.57,1.0,0.0,9608969.0,0.0,0.0,9608969.0,"5301 N De Angelis RD, Stevinson, CA 95374",37.36422,-120.93746
308,308,308,"Martins View Jersey Dairy, INC",1369 S Hunt RD,Gustine,Merced,95322,,,,,(209) 678-2208,01/01/1941,San Joaquin River Basin,0063-0050-0028-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,1375.0,1300.0,135.0,0.0,195.0,155.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Jersey,65.0,1505.0,35093.19,459052.64,321336.85,76514.19,244691.49,647747.25,11826694.0,9861840.0,0.0,1964854.0,"1369 S Hunt RD, Gustine, CA 95322",37.26933,-120.99668
309,309,309,"G.J. Silva Dairy, Inc.",3107 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 634-9091,06/01/1961,San Joaquin River Basin,"0058-0015-0004-0000, 0058-0015-0010-0000, 0058-0016-0015-0000, 0058-0030-0001-0000, 0058-0031-0001-0000, 0058-0031-0010-0000",0.0,0.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,2200.0,2200.0,2200.0,0.0,200.0,200.0,200.0,1705.0,0.0,1705.0,1705.0,1705.0,0.0,1705.0,1705.0,Holstein,75.0,6810.0,96967.92,1165924.28,816147.0,191210.93,428547.3,1081860.0,43521000.0,43521000.0,0.0,0.0,"3107 S Prairie Flower RD, Turlock, CA 95380",37.46578,-120.93104
310,310,310,Vierra Dairy Farms #2,22682 W Williams AVE,Hilmar,Merced,95324,P.O. Box 1131,Turlock,CA,95381,(209) 668-0343,01/01/1970,San Joaquin River Basin,X045-X190-X032-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,480.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0,798.0,798.0,Holstein,65.0,1272.0,19434.48,231063.7,161744.59,39059.89,89218.28,223182.9,4950000.0,4950000.0,0.0,0.0,"22682 W Williams AVE, Hilmar, CA 95324",37.39184,-120.89795
