operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
Lumar Dairy Farms,7215 S Prairie Flower RD,Turlock,Stanislaus,95380,,,,,(209) 495-8438,01/08/1987,San Joaquin River Basin,X057-X013-X015-XXXX,,,0,180,180,180,0,350,350,350,0,1750,1800,1750,0,250,250,250,0,150,150,150,0,120,120,120,Holstein,70.0,2800,,52945.85,685246.17,479672.32,111635.06,335141.15,881475.0,,,,,40230000.0,33450000.0,0.0,6780000.0,,,,,,,,,,
Lucas Dairy,11204 Fulkerth RD,Turlock,Stanislaus,95380,,,,,(209) 667-5749,01/01/1938,San Joaquin River Basin,X022-X037-X010-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teresi Farms (formerly Triple J),7575 N Live Oak RD,Lodi,San Joaquin,95240,,,,,(209) 430-0163,01/01/1940,San Joaquin River Basin,X061-X160-XX22-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,20,0,20,20,Holstein,1.0,45,,450.7,4270.5,2989.35,722.7,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
"Joe Borba Dairy, INC",3431 S Moffett RD,Turlock,Stanislaus,95380,,,,,(209) 632-5363,01/01/1970,San Joaquin River Basin,"0058-0028-0002-0000, 0058-0028-0023-0000",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,Holstein,1.0,50,,506.25,4745.0,3321.5,803.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Dasilva Dairy Farms LLC #2,24628 E Mariposa RD,Escalon,San Joaquin,95320,,,,,(209) 000-0000,04/01/1991,San Joaquin River Basin,X207-X350-X013-XXXX,,,0,0,0,0,0,0,0,0,0,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,75.0,400,,10496.75,137220.96,96054.67,23275.42,77917.69,188340.0,,,,,16848000.0,16848000.0,0.0,0.0,,,,,,,,,,
Antonio Brasil Dairy,15373 S Flanagan RD,Dos Palos,Merced,93620,,,,,(209) 838-7007,11/01/2007,San Joaquin River Basin,"X020-X110-X002-XXXX, X074-X170-X004-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel & Jeannette Borges Dairy #2,17463 E Gawne RD,Stockton,San Joaquin,95215,,,,,(209) 838-1828,01/01/1952,Sacramento River Basin,X183-X100-XX16-XXXX,,,0,20,20,20,0,50,50,50,270,0,270,270,40,0,40,40,115,0,115,115,115,0,115,115,Jersey-Holstein Cross,55.0,610,,9665.92,117042.06,81929.44,19097.67,49046.64,136327.5,,,,,7410000.0,7410000.0,0.0,0.0,,,,,,,,,,
Frank Azevedo Il Dairy,30711 Pfitzer RD,Gustine,Merced,95322,,,,,(209) 854-6594,01/01/1977,San Joaquin River Basin,"X069-X280-X013-XXXX, X069-X280-X017-XXXX, X069-X280-X031-XXXX",,,80,0,80,80,0,0,0,0,0,600,600,600,90,0,90,90,200,0,200,200,200,0,200,200,Holstein,72.0,1170,,21028.78,261542.41,183079.69,43286.45,115693.94,303205.5,,,,,8448500.0,8448500.0,0.0,0.0,,,,,,,,,,
D.V. Silveira & Sons Dairy,22578 Henry Miller RD,Los Banos,Merced,93635,P.O. Box 2350,Los Banos,CA,93635,(209) 604-1517,01/01/1970,San Joaquin River Basin,X070-X160-X020-XXXX,,,0,62,62,62,0,0,0,0,0,466,466,466,0,63,63,63,0,30,30,30,0,176,176,176,Jersey,47.0,797,,13689.78,174055.88,121839.12,28484.51,82201.57,233902.95,,,,,4212000.0,4212000.0,0.0,0.0,,,,,,,,,,
Dairy Central,6626 N Central AVE,Hilmar,Merced,95324,,,,,(209) 321-5444,01/01/1932,San Joaquin River Basin,X045-X050-X002-XXXX,,,0,0,0,0,0,0,0,0,0,1600,1600,1600,0,250,250,250,0,0,0,0,0,0,0,0,Holstein,77.0,1850,,46067.69,599419.11,419593.38,100027.06,313773.16,810847.5,,,,,12833884.0,12833884.0,0.0,0.0,,,,,,,,,,
Art Silva Dairy #3,3130 Dewitt RD,Modesto,Stanislaus,95357,P.O. Box 885,Riverbank,CA,95367,(209) 604-0018,01/01/1949,San Joaquin River Basin,X014-X014-X011-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Simoes & Sons Dairy Inc.,6900 Lambert RD,Elk Grove,Sacramento,95757,,,,,(123) 000-0000,01/01/1959,Sacramento River Basin,X146-X004-X012-XXXX,,,75,0,75,75,0,0,0,0,0,900,900,900,0,125,125,125,0,0,0,0,0,0,0,0,Holstein,70.0,1100,,25197.82,328487.09,229940.96,54382.31,172358.3,452508.75,,,,,21232800.0,21232800.0,0.0,0.0,,,,,,,,,,
O/L Dairy,22678 W Pioneer RD,Los Banos,Merced,93635,,,,,(209) 826-0187,01/01/1930,San Joaquin River Basin,X008-X200-X025-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Ranches,1412 Albers RD,Modesto,Stanislaus,95357,P.O. Box 577980,Modesto,CA,95357,(209) 277-6896,04/01/1988,San Joaquin River Basin,X014-X045-X004-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,125,125,Other,1.0,125,,1450.41,11862.5,8303.75,2007.5,1.0,0.0,,,,,8646000.0,8646000.0,0.0,0.0,,,,,,,,,,
Machado Dairy,7413 S Mitchell RD,Turlock,Stanislaus,95380,,,,,(209) 652-6929,01/01/1970,San Joaquin River Basin,X057-X007-X005-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M and A Dairy #3,13235 Baker RD,Los Banos,Merced,93635,,,,,(209) 826-6242,01/01/1981,San Joaquin River Basin,X073-X200-X004-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHAL DAIRY,315 N PRAIRIE FLOWER ROAD,TURLOCK,Stanislaus,95380,,,,,(209) 634-7817,02/15/1992,San Joaquin River Basin,X022-X045-X032-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silva Bros # 3,5601 Escalon-Bellota RD,Farmington,San Joaquin,95320,,,,,(209) 607-7197,01/01/1975,San Joaquin River Basin,X187-X110-XX07-XXXX,,,50,0,50,50,50,0,50,50,0,250,250,250,50,0,50,50,160,0,160,160,160,0,160,160,Holstein,71.0,720,,10693.99,128831.64,90182.15,20970.04,48041.56,129210.0,,,,,13365000.0,13365000.0,0.0,0.0,,,,,,,,,,
Foster Farm's Dairy No. 5,4412 Hickman RD,Denair,Stanislaus,95316,,,,,(209) 548-7640,07/31/1980,San Joaquin River Basin,0019-0030-0001-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
P&D West Dairy,29631 Husman RD,Gustine,Merced,95322,,,,,(209) 649-4967,01/01/1930,San Joaquin River Basin,X070-X060-X043-XXXX,,,0,0,0,0,0,0,0,0,0,475,475,475,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,68.0,475,,12072.29,157847.81,110493.47,26701.43,90342.73,223653.75,,,,,12480000.0,12480000.0,0.0,0.0,,,,,,,,,,
"G. Simoes Dairy, Inc.",11758 Carroll RD,Elk Grove,Sacramento,95757,,,,,(916) 826-2495,01/01/1976,Sacramento River Basin,X132-X240-X051-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,350,600,0,600,600,Holstein,1.0,950,,9438.13,90155.0,63108.5,15257.0,1.0,0.0,,,,,1770000.0,1770000.0,0.0,0.0,,,,,,,,,,
Fumasi Dairy,1015 West 5th Ave,Orland,Tehama,95963,,,,,(530) 519-5897,06/01/1993,Sacramento River Basin,"0091-0160-0091-0001, 0091-0170-0013-0001",,,10,0,10,10,0,0,0,0,125,0,125,125,25,0,25,25,20,0,20,20,20,0,20,20,Jersey-Holstein Cross,50.0,200,,3374.23,43096.48,30167.54,7042.02,20463.59,59295.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Roest Family Dairy,2472 Gates RD,Modesto,Stanislaus,95358,,,,,(209) 648-3930,01/01/1970,San Joaquin River Basin,X012-X025-X013-XXXX,,,132,0,132,132,0,0,0,0,0,1025,1025,1025,0,0,0,0,319,0,319,319,269,0,269,269,Holstein,72.0,1745,,33111.49,409456.65,286619.66,68695.94,197643.81,482621.25,,,,,6893000.0,6893000.0,0.0,0.0,,,,,,,,,,
"Wyeth Dairy, Inc.",7319 Beckwith RD,Modesto,Stanislaus,95358,,,,,(209) 545-0891,01/01/1960,San Joaquin River Basin,"X012-X018-X006-XXXX, X012-X018-X015-XXXX",,,0,80,80,80,0,0,0,0,0,584,584,584,0,60,60,60,0,245,245,245,0,245,245,245,Holstein,80.0,1214,,21704.88,266362.22,186453.55,44409.86,115678.27,288773.4,,,,,18015000.0,18015000.0,0.0,0.0,,,,,,,,,,
River Rock Ranches (Formerly Yosemite Jersey Dairy),21522 Geer AVE,Hilmar,Merced,95324,P.O. Box 2717,Merced,CA,95324,(209) 285-0001,01/01/1995,San Joaquin River Basin,X045-X200-X069-XXXX,,,0,500,500,500,500,0,500,500,0,1840,1840,1840,0,464,464,464,0,750,750,750,0,0,0,0,,51.0,4054,,60067.62,770409.66,539286.76,121443.69,329408.26,973060.8,,,,,25556400.0,25556400.0,0.0,0.0,,,,,,,,,,
CDF Hilmar (Formerly River Rock Ranches LLC),18128 American AVE,Hilmar,Merced,95324,P.O. Box 2717,Merced,CA,95344,(209) 285-0001,01/01/1956,San Joaquin River Basin,X045-X160-X065-XXXX,,,0,0,150,0,0,0,0,0,0,1200,1280,1200,212,0,220,212,200,0,440,200,300,0,400,300,Jersey,60.0,1912,,36649.05,470182.6,329127.82,77884.74,221927.07,613769.4,,,,,18914400.0,18914400.0,0.0,0.0,,,,,,,,,,
Wagner Dairy #2,20623 E Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 838-7547,01/01/1992,San Joaquin River Basin,X205-X110-XX04-XXXX,,,0,0,0,0,0,0,0,0,0,1100,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,74.0,1100,,28736.19,375669.73,262968.81,63697.06,213550.95,517935.0,,,,,16566000.0,16566000.0,0.0,0.0,,,,,,,,,,
Willem Postma Dairy #1,3700 Claus RD,Modesto,Stanislaus,95357,,,,,(209) 551-2930,01/01/1962,San Joaquin River Basin,X014-X013-X003-XXXX,,,200,0,200,200,190,0,190,190,0,990,990,990,0,160,160,160,600,0,600,600,550,0,550,550,Holstein,74.0,2690,,40982.87,496366.76,347456.73,81060.01,192195.85,502933.5,,,,,15945800.0,15945800.0,0.0,0.0,,,,,,,,,,
Vaz Dairy,21876 Sunset RD,Los Banos,Merced,93635,,,,,(209) 826-0109,01/01/1920,San Joaquin River Basin,"X081-X150-X031-XXXX, X083-X180-X013-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank,2031 Washington RD,El Nido,Merced,95317,,,,,(209) 769-7911,01/01/1972,San Joaquin River Basin,X075-X070-X006-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germano Soares dba Sandy Mush Crosses,5241 W Sandy Mush RD,Merced,Merced,95340,,,,,(209) 000-0000,07/01/1963,San Joaquin River Basin,X074-X080-X025-XXXX,,,70,0,70,70,100,0,100,100,0,750,750,750,85,0,85,85,70,0,70,70,80,0,80,80,,60.0,1155,,21441.83,278461.12,194922.78,45538.23,138704.42,372683.25,,,,,7032000.0,7032000.0,0.0,0.0,,,,,,,,,,
Double Cross #7 (Formerly Larry B. Peterson Dairy Farms #2),20775 W American AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1979,San Joaquin River Basin,X045-X170-X030-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,208,208,208,0,0,0,0,0,0,0,0,Jersey,1.0,208,,2663.19,37960.0,26572.0,5010.72,1.0,47829.6,,,,,2664000.0,5193000.0,2529000.0,0.0,,,,,,,,,,
Frank J Borges Dairy,8350 E Brady RD,Manteca,San Joaquin,95337,,,,,(209) 545-9303,01/01/1960,San Joaquin River Basin,"X257-X220-X004-XXXX, X257-X220-X005-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank N. Rocha Dairy,23125 E Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 838-1297,01/01/1950,San Joaquin River Basin,"X205-X230-XX02-XXXX, X207-X360-XX09-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTONE L. GOMES & SONS,515 E STUHR RD,NEWMAN,Stanislaus,95360,,,,,(209) 765-1273,05/10/1948,San Joaquin River Basin,"X049-X026-X002-XXXX, X049-X031-X001-XXXX, X049-X031-X006-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homen Dairy Farms,5511 W Sandy Mush RD,Merced,Merced,95341-8404,,,,,(209) 726-4728,05/26/2000,San Joaquin River Basin,X074-X080-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Thomas Dairy,10408 W Bradbury RD,turlock,Stanislaus,95380,P.O. Box 1024,Hilmar,CA,95324,(209) 678-2670,01/01/1950,San Joaquin River Basin,0057-0003-0002-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borba Dairy Farms,5297 Kelley RD,Hilmar,Merced,95324,,,,,(209) 634-4930,09/01/1994,San Joaquin River Basin,X045-X080-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardoso Dairy,2720 Kenney AVE,Winton,Merced,95388,,,,,(209) 678-1176,12/05/1960,San Joaquin River Basin,X052-X020-X033-XXXX,,,150,0,150,150,0,100,100,100,0,300,300,300,0,45,45,45,0,300,300,300,150,0,150,150,Jersey,52.0,1045,,12730.29,156020.45,109214.32,24724.19,53904.97,151602.75,,,,,5328000.0,5328000.0,0.0,0.0,,,,,,,,,,
Vitorino & Sons Dairy,3918 S Kilroy RD,Turlock,Stanislaus,95380,,,,,(209) 535-6259,01/01/1950,San Joaquin River Basin,0044-0044-0011-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DCB Farming, LLC",1581 E Roosevelt RD,El Nido,Merced,95317,P.O. Box 547,Chowchilla,CA,93610,(209) 769-2391,01/01/1917,San Joaquin River Basin,X075-X030-X036-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,350,335,80,0,90,80,Holstein,1.0,415,,4136.2,39383.5,27568.45,6664.9,1.0,0.0,,,,,4950000.0,4950000.0,0.0,0.0,,,,,,,,,,
Kaehler Dairy Farm,1025 E Armstrong RD,Lodi,San Joaquin,95242,,,,,(209) 333-0502,05/05/1953,San Joaquin River Basin,X058-X090-XX27-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Dairy #2,3874 N Franklin RD,Merced,Merced,95348,,,,,(209) 000-0000,01/01/1950,San Joaquin River Basin,X057-X130-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscalini Farms,4848 Jackson RD,Modesto,Stanislaus,95358,,,,,(209) 545-5495,01/01/1912,San Joaquin River Basin,"X012-X004-X018-XXXX, X012-X004-X019-XXXX, X012-X004-X020-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
M & M Cardoso & Sons Dairy LTD,16489 August AVE,Delhi,Merced,95315,,,,,(209) 648-4032,04/13/1977,San Joaquin River Basin,X046-X190-X010-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Brasil Dairy #2,4971 Van Clief RD,Stevinson,Merced,95374,,,,,(209) 595-2547,04/01/1935,San Joaquin River Basin,"X055-X008-X005-XXXX, X055-X008-X009-XXXX, X055-X008-X012-XXXX, X055-X008-X030-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Vander Woude Dairy,1550 W Rahilly RD,Merced,Merced,95341,,,,,(209) 384-1784,01/01/1999,San Joaquin River Basin,X065-X110-X024-XXXX,,,344,0,344,344,344,0,344,344,0,3235,3240,3235,0,435,440,435,844,0,1845,844,1312,0,1416,1312,Holstein,80.0,6514,,116755.52,1453743.1,1017620.17,240394.28,640786.3,1623228.0,,,,,140847462.0,140847462.0,0.0,0.0,,,,,,,,,,
"W-D Ranch, Inc.",137 Texas RD,Modesto,Stanislaus,95358,,,,,(209) 523-0075,01/01/1948,San Joaquin River Basin,0012-0052-0007-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,25,75,0,75,50,Holstein,1.0,75,,775.8,7117.5,4982.25,1204.5,1.0,0.0,,,,,3715000.0,3715000.0,0.0,0.0,,,,,,,,,,
Ahlem Farms Partnership,24093 W American AVE,Hilmar,Merced,95324,,,,,(209) 632-5822,01/01/1938,San Joaquin River Basin,"X045-X020-X028-XXXX, X045-X020-X029-XXXX, X045-X180-X006-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brasil & Sons Dairy # 2,21728 Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 595-3903,01/01/1960,San Joaquin River Basin,"X205-X230-XX08-XXXX, X205-X240-XX19-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Brasil Dairy #1,2613 S Mitchell RD,Turlock,Stanislaus,95380,,,,,(209) 632-7867,10/01/1940,San Joaquin River Basin,"X044-X020-X031-XXXX, X058-X016-X004-XXXX, X058-X150-X006-XXXX, X058-X160-X004-XXXX, X058-X160-X011-XXXX, X058-X290-X014-XXXX, X058-X290-X023-XXXX",,,273,0,273,273,0,0,0,0,0,1155,1155,1155,132,0,132,132,498,0,498,498,478,0,478,478,Holstein,75.0,2536,,42458.49,526888.22,368821.75,87048.71,224987.33,574185.15,,,,,12580275.0,16422275.0,3842000.0,0.0,,,,,,,,,,
Luis C Nunes & Sons Dairy #2,10268 S Highway 33,Gustine,Merced,95322,,,,,(209) 652-7647,01/01/1960,San Joaquin River Basin,"X070-X070-X023-XXXX, X070-X070-X037-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross A Dairy,4125 Bentley RD,Oakdale,Stanislaus,95361,,,,,(209) 847-6050,01/01/1979,San Joaquin River Basin,X014-X008-X004-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & A Dairy #2,13459 S Turner Island RD,Dos Palos,Merced,93620,,,,,(209) 769-8316,01/01/1950,San Joaquin River Basin,X073-X190-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dutra Farms, Inc.",5496 W Ripon RD,Manteca,San Joaquin,95337,,,,,(209) 479-4502,01/01/1950,San Joaquin River Basin,"0257-0001-0003-0000, 0257-0002-0001-0000, 0257-0002-0002-0000, 0257-0002-0007-0000",,,300,0,300,300,180,0,180,180,0,1450,1450,1450,240,0,240,240,450,0,450,450,500,0,500,500,Holstein,70.0,3120,,51565.57,644784.14,451348.9,105100.94,277688.38,737920.5,,,,,8976000.0,8976000.0,0.0,0.0,,,,,,,,,,
GJC Dairy #1,2401 Newman RD,Turlock,Stanislaus,95380,P.O. Box 2397,Turlock,CA,95381,(209) 668-2244,11/01/1985,San Joaquin River Basin,X058-X014-X018-XXXX,,,0,150,150,150,0,0,0,0,0,600,600,600,0,96,96,96,50,0,50,50,250,0,250,250,Holstein,73.0,1146,,20317.32,257645.09,180351.56,42247.23,116088.14,304585.2,,,,,4066000.0,4066000.0,0.0,0.0,,,,,,,,,,
Lima Ranch,13436 N Thornton RD,Lodi,San Joaquin,95242,,,,,(209) 334-5422,01/01/1932,San Joaquin River Basin,"X055-X130-XX01-XXXX, X055-X140-XX07-XXXX, X055-X140-XX09-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10213 W MAIN ST,TURLOCK,Stanislaus,95380,,,,,(209) 667-6024,01/01/1942,San Joaquin River Basin,"X022-X041-X001-XXXX, X022-X041-X006-XXXX, X022-X041-X010-XXXX, X022-X041-X011-XXXX, X022-X041-X012-XXXX, X022-X041-X013-XXXX, X022-X043-X011-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E&D Azevedo Dairy #4,2222 S Healy RD,Merced,Merced,95341,,,,,(209) 812-4171,01/01/1950,San Joaquin River Basin,X066-X110-X027-XXXX,,,768,0,900,768,0,0,0,0,0,0,0,0,0,155,665,155,303,0,580,303,794,0,1100,794,Jersey-Holstein Cross,1.0,2020,,15743.15,171637.6,120146.32,24126.94,1.0,35642.25,,,,,26440000.0,26440000.0,0.0,0.0,,,,,,,,,,
Peter DeVisser Dairy,21268 E Avena RD,Escalon,San Joaquin,95320,,,,,(209) 838-7383,01/01/1950,San Joaquin River Basin,X205-X230-XX01-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John A Machado Dairy Farms,24916 South Manteca RD,Manteca,San Joaquin,95337,P.O. Box 809,Ripon,CA,95366,(209) 239-4144,01/01/1938,San Joaquin River Basin,"2571-1004-XXXX-XXXX, 2572-2001-XXXX-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Soares & Sons Dairy,7018 Vivian RD,Modesto,Stanislaus,95358,,,,,(209) 537-5692,01/01/1950,San Joaquin River Basin,X022-X002-X055-XXXX,,,0,140,140,140,0,0,0,0,0,1,1,1,0,230,230,230,0,360,360,360,0,245,245,245,Holstein,1.0,976,,9609.07,106773.0,74741.1,15800.2,146.18,53359.35,,,,,5997000.0,4752000.0,0.0,1245000.0,,,,,,,,,,
"Temple Creek Dairy, Inc.",26250 Carter Road,Escalon,San Joaquin,95320,,,,,(123) 000-0000,02/01/1994,San Joaquin River Basin,X207-X040-X001-XXXX,,,420,0,545,420,450,0,600,450,0,2755,2790,2755,0,250,350,250,800,0,950,800,885,0,975,885,Holstein,85.0,5560,,97306.27,1237372.23,866160.56,204309.92,554758.44,1354679.25,,,,,28841480.0,28841480.0,0.0,0.0,,,,,,,,,,
Nelson Dairy,19481 Geer AVE,Hilmar,Merced,95324,,,,,(209) 668-4600,01/01/1948,San Joaquin River Basin,X045-X210-X016-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,168,0,153,153,153,Holstein,1.0,321,,3174.75,30462.9,21324.03,5155.26,1.0,0.0,,,,,680760.0,680760.0,0.0,0.0,,,,,,,,,,
Rafael Pacheco Dairy,22884 W Ingomar Grade RD,Los Banos,Merced,93635,,,,,(209) 827-6877,01/01/1935,San Joaquin River Basin,X081-X060-X060-XXXX,,,105,0,105,105,94,0,94,94,0,787,787,787,178,0,178,178,215,0,215,215,210,0,210,210,Holstein,73.0,1589,,28098.15,350553.4,245387.38,57182.91,152268.94,411490.05,,,,,12366000.0,12366000.0,0.0,0.0,,,,,,,,,,
Alden Peterson & Sons,1431 N Central AVE,Turlock,Stanislaus,95380,,,,,(209) 664-0749,01/01/1985,San Joaquin River Basin,X022-X040-X008-XXXX,,,140,0,140,140,0,0,0,0,0,700,700,700,0,95,95,95,210,0,210,210,130,0,130,130,Holstein,85.0,1275,,24345.58,307635.4,215344.78,50961.85,140954.96,351440.25,,,,,18036000.0,8181000.0,0.0,9855000.0,,,,,,,,,,
Couchman Farms,3107 Illinois AVE,Modesto,Stanislaus,95358,,,,,(209) 527-4956,06/01/1964,San Joaquin River Basin,X017-X036-X017-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vander Schaaf Dairy #3,13775 Murphy RD,Escalon,Stanislaus,95320,,,,,(209) 595-7687,01/01/1995,San Joaquin River Basin,X203-X120-XX11-XXXX,,,0,0,0,0,0,0,0,0,0,1735,1749,1735,0,376,405,376,252,0,260,252,359,0,371,359,Holstein,75.0,2722,,57115.53,721799.81,505259.87,119827.65,337967.98,903385.95,,,,,34772480.0,34772480.0,0.0,0.0,,,,,,,,,,
Verissimo Dairy Facility,6125 S Central RD,Turlock,Stanislaus,95380,,,,,(209) 632-6464,01/01/1950,San Joaquin River Basin,X057-X005-X010-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,0,211,211,211,0,0,0,0,Holstein,1.0,277,,3100.68,32068.9,22448.23,4978.6,1.0,15176.7,,,,,,0.0,0.0,0.0,,,,,,,,,,
